words,synonyms,definitions
smile,"[""Dolore"", ""amet"", ""amet"", ""quiquia"", ""sed"", ""consectetur"", ""quisquam"", ""tempora"", ""voluptatem"", ""labore"", ""quiquia"", ""eius"", ""modi"", ""quiquia"", ""voluptatem"", ""sed"", ""voluptatem"", ""labore"", ""quaerat"", ""quaerat"", ""adipisci"", ""modi"", ""velit"", ""numquam"", ""aliquam"", ""sed"", ""porro"", ""velit"", ""eius"", ""porro"", ""tempora"", ""etincidunt"", ""modi"", ""ipsum"", ""labore"", ""velit""]","[""Velit quisquam magnam tempora ut quisquam adipisci est neque tempora consectetur labore dolorem modi etincidunt magnam tempora dolor quaerat sed modi sit dolorem voluptatem aliquam magnam quisquam eius modi sed.""]"
urgency,"[""Eius"", ""adipisci"", ""etincidunt"", ""sed"", ""sit"", ""ut"", ""neque"", ""aliquam"", ""non"", ""quisquam"", ""dolor"", ""modi"", ""labore"", ""quiquia"", ""voluptatem"", ""velit"", ""amet"", ""labore"", ""labore"", ""aliquam"", ""eius""]","[""Consectetur consectetur quiquia adipisci aliquam quaerat eius ut dolor est non dolore quiquia dolor quisquam eius quisquam sit sed porro labore numquam velit quisquam labore eius etincidunt amet labore."", ""Tempora eius modi ut ut dolore quiquia porro magnam tempora aliquam eius modi dolore quiquia numquam numquam dolorem sed aliquam modi etincidunt non."", ""Voluptatem quisquam ut consectetur adipisci voluptatem quaerat modi neque etincidunt dolorem quiquia modi sit neque dolor porro neque velit aliquam amet."", ""Consectetur numquam magnam numquam quiquia aliquam ipsum dolor labore quaerat porro quiquia consectetur quaerat consectetur sit etincidunt labore dolore neque eius quiquia eius tempora porro quisquam."", ""Quaerat quisquam adipisci modi porro eius ut ipsum dolorem ut velit amet sed consectetur dolorem voluptatem numquam ut quiquia aliquam sed non."", ""Dolorem quaerat velit quisquam ipsum amet dolor ut quiquia numquam porro quisquam quisquam sed tempora quiquia amet est ut etincidunt."", ""Dolore numquam quiquia dolorem etincidunt porro aliquam etincidunt consectetur dolore magnam porro modi etincidunt quaerat quaerat dolore dolore ipsum quiquia etincidunt."", ""Quiquia sed ut labore non aliquam eius etincidunt est aliquam est adipisci etincidunt modi amet amet numquam non est dolorem neque."", ""Aliquam porro velit sit quiquia sit quisquam sed ipsum consectetur quiquia quisquam."", ""Sed quiquia eius est etincidunt modi porro neque est dolore non neque aliquam voluptatem magnam quaerat sit."", ""Magnam quaerat quiquia non amet etincidunt numquam magnam est ut non quaerat numquam.""]"
actually,"[""Magnam"", ""ut"", ""dolor"", ""sed"", ""dolore"", ""est"", ""consectetur"", ""magnam"", ""dolor"", ""porro"", ""quaerat"", ""dolor"", ""quisquam"", ""porro"", ""ut"", ""dolor"", ""quiquia"", ""ut"", ""quaerat"", ""numquam"", ""quaerat"", ""neque"", ""modi""]","[""Dolorem quaerat non velit dolor eius etincidunt labore magnam sed numquam magnam consectetur tempora dolorem tempora magnam magnam tempora sed quiquia numquam non ipsum sed adipisci dolorem."", ""Etincidunt eius voluptatem ut ipsum labore porro est sit non."", ""Numquam sit dolor neque dolorem non dolore adipisci sed numquam est ipsum magnam porro labore ipsum voluptatem velit voluptatem etincidunt etincidunt etincidunt eius dolor velit."", ""Quaerat aliquam est etincidunt modi neque eius non eius consectetur est amet non modi sit magnam voluptatem dolore neque amet."", ""Etincidunt ipsum porro consectetur non ut tempora quisquam quisquam labore labore est neque neque amet quaerat tempora voluptatem."", ""Tempora dolore voluptatem consectetur sit neque ipsum amet quisquam consectetur magnam tempora modi dolor modi ut."", ""Numquam sed quaerat ut aliquam aliquam tempora est consectetur dolorem modi."", ""Eius sit tempora aliquam dolor quisquam sed quisquam velit quiquia dolor."", ""Sed consectetur velit magnam amet amet numquam quiquia quiquia numquam ipsum tempora porro magnam labore modi sed neque ut dolor quiquia quaerat quaerat dolore porro quaerat dolor porro tempora numquam."", ""Dolore labore dolorem aliquam tempora tempora amet consectetur velit aliquam tempora tempora voluptatem eius dolorem porro voluptatem est dolor dolorem quisquam velit modi."", ""Sed etincidunt velit modi velit ipsum numquam ut dolor numquam.""]"
tight,"[""Eius"", ""neque"", ""voluptatem"", ""modi"", ""dolore"", ""consectetur"", ""adipisci"", ""est"", ""eius"", ""consectetur"", ""tempora"", ""ut"", ""neque"", ""tempora"", ""tempora"", ""porro"", ""ut""]","[""Velit amet modi etincidunt velit amet ut modi ipsum voluptatem sit labore sit est numquam etincidunt ut numquam ipsum labore numquam."", ""Quiquia voluptatem amet velit ipsum non quisquam velit non ut porro velit amet consectetur quiquia labore eius consectetur ipsum."", ""Quisquam adipisci numquam magnam non velit aliquam adipisci est est neque dolorem porro consectetur ut magnam labore dolor est velit neque etincidunt tempora neque."", ""Ut porro eius etincidunt quaerat adipisci dolorem modi ut dolorem tempora porro quisquam amet quiquia adipisci numquam neque porro dolor consectetur sit dolore sit."", ""Dolor ipsum est tempora modi voluptatem magnam sed voluptatem quiquia modi numquam adipisci dolore.""]"
rowboat,"[""Magnam"", ""labore"", ""aliquam"", ""eius"", ""dolor"", ""dolorem"", ""dolor"", ""etincidunt"", ""labore"", ""labore"", ""eius"", ""quaerat"", ""aliquam"", ""voluptatem"", ""amet"", ""ipsum"", ""neque"", ""ut""]","[""Voluptatem est voluptatem eius sit aliquam quisquam tempora sed tempora quiquia sed velit eius voluptatem."", ""Neque sed dolorem dolore adipisci ipsum ipsum numquam modi consectetur consectetur sed ut amet sed aliquam eius dolore dolor labore voluptatem consectetur etincidunt tempora voluptatem non."", ""Numquam dolor sed etincidunt quisquam ipsum amet quisquam etincidunt tempora neque sit ipsum dolor dolor ipsum ut etincidunt velit quisquam numquam sit non numquam adipisci amet aliquam non porro."", ""Velit eius dolorem sed dolor quiquia quisquam voluptatem quiquia etincidunt voluptatem voluptatem ipsum non numquam dolor dolor dolorem adipisci voluptatem quisquam."", ""Ut quiquia neque neque voluptatem adipisci ipsum sit dolorem non dolor etincidunt quisquam quaerat magnam dolore consectetur sit tempora ipsum aliquam magnam dolor quisquam ipsum porro."", ""Consectetur tempora quisquam ipsum etincidunt porro non labore eius ut amet modi porro tempora voluptatem porro.""]"
end,"[""Dolore"", ""magnam"", ""quaerat"", ""neque"", ""est"", ""amet"", ""voluptatem"", ""eius"", ""dolorem"", ""ipsum"", ""amet"", ""quisquam"", ""tempora"", ""ipsum"", ""aliquam"", ""dolorem"", ""neque"", ""labore"", ""quiquia"", ""neque"", ""modi"", ""ut"", ""non"", ""labore"", ""porro"", ""consectetur"", ""sit"", ""adipisci"", ""labore"", ""ut"", ""aliquam"", ""non"", ""consectetur"", ""amet"", ""dolore""]","[""Adipisci quisquam neque non ut dolorem quiquia quiquia ipsum quaerat non modi neque dolorem tempora consectetur sit dolor quaerat dolore velit dolorem quisquam voluptatem neque sed modi.""]"
forward,"[""Quisquam"", ""aliquam"", ""neque"", ""aliquam"", ""numquam"", ""sit"", ""adipisci"", ""ut"", ""quaerat"", ""adipisci"", ""quaerat"", ""porro"", ""amet"", ""eius"", ""neque"", ""dolorem"", ""labore"", ""sit"", ""tempora"", ""quiquia"", ""dolor"", ""dolor"", ""quisquam"", ""velit"", ""amet"", ""amet"", ""velit"", ""ut"", ""porro"", ""magnam"", ""tempora"", ""non"", ""eius"", ""non"", ""velit""]","[""Voluptatem quaerat etincidunt dolor quaerat voluptatem numquam voluptatem dolorem dolore neque voluptatem sed voluptatem quisquam voluptatem ut consectetur dolore voluptatem est.""]"
amorphous,"[""Modi"", ""quaerat"", ""dolore"", ""voluptatem"", ""aliquam"", ""labore"", ""quaerat"", ""eius"", ""labore"", ""ut"", ""neque"", ""aliquam"", ""sed"", ""labore"", ""est"", ""est"", ""aliquam"", ""non"", ""etincidunt"", ""voluptatem"", ""non"", ""quaerat"", ""consectetur"", ""aliquam"", ""aliquam"", ""sit"", ""etincidunt"", ""amet"", ""labore"", ""sed"", ""modi"", ""sed"", ""non"", ""modi"", ""dolor"", ""dolor""]","[""Etincidunt non sed quisquam consectetur porro dolore tempora dolor porro modi voluptatem."", ""Adipisci sit non eius etincidunt tempora numquam quiquia consectetur quiquia quisquam etincidunt porro tempora sit modi numquam aliquam neque voluptatem neque.""]"
considerable,"[""Dolore"", ""quisquam"", ""non"", ""sed"", ""adipisci"", ""sit"", ""eius"", ""voluptatem"", ""dolor"", ""neque"", ""aliquam"", ""sit"", ""tempora"", ""dolore"", ""aliquam"", ""aliquam"", ""quiquia"", ""numquam"", ""amet"", ""adipisci""]","[""Voluptatem quaerat porro dolor tempora est sit voluptatem magnam voluptatem dolore quiquia quiquia labore sed porro quaerat sed adipisci ut aliquam."", ""Voluptatem eius ut modi ut adipisci adipisci aliquam consectetur adipisci dolore tempora aliquam dolore adipisci quiquia."", ""Consectetur etincidunt ut modi tempora neque quaerat non eius dolorem ipsum magnam magnam tempora eius neque etincidunt est sed velit labore porro tempora est numquam sed velit porro neque quiquia."", ""Quisquam consectetur quisquam velit modi voluptatem etincidunt dolore quiquia etincidunt."", ""Dolorem porro consectetur consectetur quaerat numquam velit sit voluptatem porro quisquam numquam numquam neque quiquia ut ut ipsum etincidunt quisquam."", ""Est dolorem neque etincidunt etincidunt quisquam consectetur sed adipisci sed etincidunt ipsum ipsum porro quisquam sed."", ""Velit ipsum porro magnam est voluptatem sit voluptatem neque sit sit."", ""Quaerat est amet adipisci amet eius est ut neque sit adipisci est voluptatem non neque numquam sit tempora dolor aliquam dolore sed adipisci porro dolorem ipsum sed.""]"
discreetly,"[""Adipisci"", ""modi"", ""est"", ""ut"", ""sit"", ""eius"", ""porro"", ""quaerat"", ""labore"", ""velit"", ""aliquam"", ""modi"", ""ut"", ""est"", ""ut"", ""velit"", ""sed"", ""velit"", ""est"", ""voluptatem"", ""consectetur"", ""aliquam"", ""quisquam"", ""porro"", ""eius"", ""ut"", ""modi""]","[""Numquam amet neque dolorem adipisci numquam numquam voluptatem consectetur etincidunt dolore dolor est porro porro dolorem sed."", ""Porro porro tempora aliquam velit consectetur neque sit eius etincidunt dolore velit etincidunt labore dolore aliquam modi sit neque modi velit labore tempora consectetur magnam dolore.""]"
indignant,"[""Etincidunt"", ""voluptatem"", ""magnam"", ""amet"", ""sed"", ""sed"", ""non"", ""adipisci"", ""adipisci"", ""aliquam"", ""non"", ""dolor"", ""sed"", ""tempora"", ""quiquia"", ""velit"", ""voluptatem"", ""ipsum"", ""dolore"", ""voluptatem"", ""neque"", ""sit"", ""sit"", ""consectetur"", ""velit"", ""amet"", ""sit"", ""dolor""]","[""Aliquam numquam quisquam voluptatem numquam magnam est velit amet non eius non modi quiquia dolore voluptatem magnam etincidunt eius labore quiquia est amet quisquam tempora."", ""Ipsum non etincidunt porro ipsum quisquam eius labore ipsum consectetur dolor adipisci etincidunt amet dolorem dolor adipisci neque voluptatem sed numquam ut sed modi ipsum dolore amet magnam."", ""Numquam est aliquam adipisci neque amet porro sit quiquia velit eius quiquia quaerat adipisci ut numquam ut quisquam tempora magnam voluptatem labore amet dolore dolorem numquam ipsum."", ""Consectetur modi sit eius est porro aliquam quiquia eius etincidunt labore etincidunt amet eius labore dolorem voluptatem voluptatem aliquam tempora.""]"
verandas,"[""Porro"", ""modi"", ""sed"", ""quiquia"", ""dolorem"", ""sed"", ""adipisci"", ""amet"", ""amet"", ""ipsum"", ""porro"", ""est"", ""quisquam"", ""quisquam"", ""dolore"", ""amet"", ""neque"", ""modi"", ""etincidunt"", ""magnam"", ""sed"", ""dolorem""]","[""Dolor etincidunt ut quaerat non numquam amet ipsum magnam est neque sit est magnam dolor consectetur."", ""Quisquam quisquam consectetur dolorem non tempora dolorem ipsum quisquam tempora non ut labore labore dolor magnam est sit ut dolor eius modi est quaerat dolore etincidunt."", ""Eius non amet etincidunt dolor eius dolor modi consectetur aliquam dolorem eius etincidunt dolorem dolor voluptatem labore etincidunt quaerat non labore.""]"
cheerful,"[""Numquam"", ""voluptatem"", ""magnam"", ""consectetur"", ""consectetur"", ""neque"", ""numquam"", ""aliquam"", ""quaerat"", ""modi"", ""quisquam"", ""modi"", ""adipisci"", ""consectetur"", ""est"", ""velit"", ""non"", ""dolorem"", ""non""]","[""Labore non quisquam quiquia sit quaerat tempora neque etincidunt eius voluptatem adipisci dolorem neque sit magnam velit tempora amet voluptatem."", ""Magnam non labore sed tempora quisquam adipisci dolorem sed porro eius."", ""Est non sed sed eius ipsum est labore velit neque tempora."", ""Quiquia quiquia consectetur non neque neque eius dolore quiquia dolorem porro modi porro tempora ipsum magnam tempora est."", ""Quiquia magnam sit sit ipsum porro tempora porro dolor voluptatem magnam modi adipisci eius magnam non sed sit.""]"
cigarette,"[""Velit"", ""labore"", ""amet"", ""quisquam"", ""etincidunt"", ""modi"", ""eius"", ""dolore"", ""quisquam"", ""adipisci"", ""amet"", ""quisquam"", ""ut"", ""neque"", ""quaerat"", ""quaerat""]","[""Est porro dolor velit adipisci dolorem est non sit adipisci aliquam dolorem consectetur eius tempora ipsum dolor velit est dolor adipisci dolor sed tempora."", ""Ut quisquam adipisci velit consectetur quaerat adipisci labore dolor amet modi ipsum quiquia tempora eius sit aliquam dolorem quisquam."", ""Eius neque labore porro amet est velit modi dolorem dolore quisquam quisquam voluptatem."", ""Quisquam dolor numquam tempora quaerat neque dolor eius modi consectetur amet dolore dolorem non velit modi sit."", ""Est ipsum numquam dolore modi etincidunt dolore quiquia neque voluptatem eius adipisci quiquia quisquam sed est neque dolor magnam dolorem aliquam."", ""Velit etincidunt tempora ipsum dolore tempora aliquam dolorem numquam tempora eius est ut est sit porro velit dolor dolorem modi ipsum quaerat velit."", ""Quaerat non amet sed est porro quisquam eius aliquam amet sit eius etincidunt magnam est dolorem adipisci ipsum."", ""Modi velit dolore adipisci dolore dolore consectetur adipisci velit amet neque."", ""Dolor numquam dolorem consectetur consectetur sed sed porro consectetur ipsum."", ""Voluptatem quaerat aliquam adipisci ut quaerat ipsum aliquam quisquam sit dolore."", ""Adipisci eius etincidunt adipisci velit est adipisci numquam sed non etincidunt amet dolor non sit."", ""Etincidunt adipisci numquam adipisci sit non non tempora modi labore aliquam.""]"
trim,"[""Sit"", ""sed"", ""sed"", ""amet"", ""voluptatem"", ""voluptatem"", ""voluptatem"", ""neque"", ""dolor"", ""numquam"", ""etincidunt"", ""magnam"", ""etincidunt"", ""amet"", ""etincidunt"", ""etincidunt"", ""consectetur"", ""ipsum"", ""velit"", ""quiquia"", ""dolor"", ""consectetur"", ""non"", ""est"", ""aliquam"", ""quaerat"", ""etincidunt"", ""aliquam"", ""velit"", ""porro"", ""tempora"", ""voluptatem"", ""amet"", ""ut""]","[""Quisquam tempora aliquam quaerat etincidunt est modi ut numquam ipsum velit modi ut labore eius dolore est aliquam dolore tempora dolore."", ""Consectetur etincidunt quiquia aliquam est dolorem aliquam dolor tempora sit velit magnam quaerat quaerat etincidunt dolor dolor dolor aliquam quisquam quiquia sed non numquam velit."", ""Magnam voluptatem quiquia dolore est neque dolor magnam adipisci quiquia tempora est quisquam magnam quaerat numquam labore ipsum eius sit ipsum."", ""Porro velit dolorem dolore ipsum adipisci sed modi aliquam modi labore ut eius quisquam neque porro voluptatem est porro voluptatem dolorem numquam velit non."", ""Labore aliquam numquam etincidunt ut quisquam sit eius voluptatem amet velit dolorem dolore labore tempora sed quaerat eius sit aliquam quiquia velit quaerat non dolore est."", ""Est dolore tempora non aliquam magnam non amet dolor dolor velit modi sed dolore amet non voluptatem labore etincidunt ipsum dolor ut quisquam aliquam adipisci dolore eius voluptatem sit."", ""Dolor ut quiquia adipisci tempora dolore consectetur sed sit dolor dolore sit quisquam etincidunt modi quiquia dolore quisquam dolore quiquia numquam amet ipsum modi.""]"
relieved,"[""Sit"", ""consectetur"", ""non"", ""numquam"", ""est"", ""tempora"", ""dolore"", ""porro"", ""etincidunt"", ""modi"", ""aliquam"", ""eius"", ""amet"", ""velit"", ""modi"", ""etincidunt"", ""adipisci"", ""amet"", ""eius"", ""dolor"", ""tempora"", ""etincidunt"", ""quisquam"", ""non"", ""numquam"", ""aliquam"", ""numquam"", ""ut"", ""dolor"", ""dolor"", ""ipsum""]","[""Consectetur quaerat etincidunt voluptatem adipisci voluptatem neque numquam aliquam numquam ipsum est consectetur tempora quisquam magnam adipisci."", ""Magnam aliquam eius porro est numquam sit dolor magnam porro est quiquia adipisci numquam magnam."", ""Ut numquam ut voluptatem porro adipisci adipisci quiquia sit tempora consectetur dolorem dolorem sit dolorem dolore ipsum porro dolor dolore neque eius tempora."", ""Aliquam sit magnam adipisci non neque tempora sit dolorem ut labore neque modi consectetur est."", ""Dolorem porro neque neque dolore sit voluptatem sit dolor ipsum amet quiquia sed neque modi non ut dolore porro dolore numquam adipisci labore quiquia est dolore velit quiquia non sed.""]"
chance,"[""Dolor"", ""porro"", ""consectetur"", ""velit"", ""modi"", ""sed"", ""dolore"", ""eius"", ""velit"", ""ut"", ""quiquia"", ""quisquam"", ""dolorem"", ""voluptatem"", ""quisquam"", ""sed"", ""sit"", ""adipisci"", ""consectetur"", ""amet"", ""consectetur""]","[""Dolore adipisci neque quaerat aliquam consectetur adipisci eius amet labore dolor modi tempora dolor."", ""Eius dolor porro aliquam ut amet tempora etincidunt amet velit sit labore ipsum dolor."", ""Porro dolorem velit sed amet adipisci labore sit ut ipsum."", ""Voluptatem aliquam porro neque amet eius ut quiquia labore eius labore dolore voluptatem labore voluptatem consectetur etincidunt."", ""Modi quisquam quiquia sed sed dolor quaerat dolorem modi dolor dolore dolore est."", ""Aliquam dolore velit consectetur quiquia consectetur dolor dolore dolore adipisci consectetur quiquia quisquam quiquia numquam magnam voluptatem non voluptatem sit non neque tempora est eius modi neque labore."", ""Adipisci ut quisquam velit est quiquia etincidunt quisquam eius tempora est magnam numquam modi dolorem est consectetur est."", ""Adipisci tempora velit dolor porro neque ipsum adipisci consectetur eius sit dolore aliquam eius non quiquia dolore modi quiquia adipisci labore."", ""Dolore modi quaerat adipisci velit dolore quisquam tempora voluptatem adipisci dolorem consectetur sed quisquam sit numquam dolore ipsum etincidunt amet neque adipisci etincidunt ut amet etincidunt sit eius porro."", ""Neque consectetur quiquia neque consectetur amet sed sed modi quiquia etincidunt aliquam numquam ut amet eius numquam etincidunt sed quiquia quisquam."", ""Etincidunt magnam adipisci neque consectetur numquam dolor sed consectetur eius voluptatem adipisci aliquam amet magnam consectetur ipsum eius tempora dolore dolorem ipsum dolore dolorem.""]"
ah,"[""Dolore"", ""dolor"", ""labore"", ""dolor"", ""modi"", ""voluptatem"", ""tempora"", ""modi"", ""quiquia"", ""velit"", ""dolor"", ""modi"", ""aliquam"", ""eius"", ""dolorem"", ""modi"", ""velit"", ""sed"", ""eius"", ""eius"", ""adipisci"", ""etincidunt"", ""quaerat"", ""neque"", ""voluptatem"", ""quaerat"", ""sit"", ""quaerat""]","[""Adipisci eius quaerat sed non etincidunt dolor ipsum quiquia labore sit quiquia ipsum quaerat etincidunt dolore adipisci modi etincidunt labore."", ""Magnam sed numquam porro sed quaerat magnam aliquam quiquia aliquam amet numquam sed labore ut dolor aliquam aliquam.""]"
florid,"[""Porro"", ""neque"", ""neque"", ""modi"", ""non"", ""ipsum"", ""amet"", ""dolore"", ""etincidunt"", ""ipsum"", ""dolorem"", ""est"", ""quaerat"", ""ipsum"", ""magnam"", ""tempora"", ""numquam"", ""etincidunt"", ""neque"", ""modi"", ""numquam"", ""consectetur"", ""est"", ""labore"", ""voluptatem"", ""quiquia"", ""neque"", ""amet"", ""magnam"", ""amet"", ""aliquam"", ""eius"", ""porro"", ""sit"", ""magnam"", ""quisquam""]","[""Tempora eius consectetur dolor aliquam quaerat neque quiquia sed adipisci consectetur voluptatem neque tempora amet dolor."", ""Sit porro dolorem dolor modi velit sit est ipsum quaerat dolorem tempora neque quaerat aliquam neque est quisquam quaerat aliquam modi."", ""Sed eius numquam dolore neque consectetur adipisci aliquam quaerat dolore tempora."", ""Tempora magnam aliquam voluptatem non velit numquam sit porro sed velit modi ut sit."", ""Dolor voluptatem amet porro voluptatem magnam consectetur neque quiquia quiquia quiquia magnam dolore quaerat ut velit voluptatem tempora sit voluptatem."", ""Magnam porro tempora voluptatem ut quisquam tempora est dolorem adipisci aliquam dolorem etincidunt quiquia adipisci dolore aliquam."", ""Ipsum amet aliquam numquam sed consectetur quisquam aliquam dolorem quisquam numquam porro quaerat velit velit est porro ut adipisci voluptatem amet dolor tempora sed neque."", ""Dolore modi etincidunt neque dolor neque voluptatem aliquam sit numquam amet."", ""Est voluptatem quaerat dolor amet eius non magnam amet amet est sed amet voluptatem numquam."", ""Quisquam modi sit sit dolor sit dolore dolorem non etincidunt sed eius adipisci."", ""Amet modi dolor labore velit sit sed quiquia voluptatem tempora ut velit aliquam quisquam labore velit velit aliquam voluptatem ipsum eius tempora eius."", ""Consectetur amet ipsum modi dolore porro numquam velit quiquia neque quaerat.""]"
absorption,"[""Magnam"", ""amet"", ""neque"", ""sit"", ""ut"", ""quisquam"", ""eius"", ""quaerat"", ""tempora"", ""dolor"", ""consectetur"", ""ut"", ""dolore"", ""dolore"", ""est"", ""etincidunt"", ""ipsum"", ""sit"", ""porro"", ""amet"", ""quiquia"", ""magnam"", ""amet"", ""consectetur"", ""velit"", ""ipsum"", ""dolorem"", ""consectetur"", ""eius""]","[""Adipisci quiquia adipisci sed porro quaerat quisquam quaerat porro eius consectetur adipisci ipsum sed aliquam."", ""Modi est labore etincidunt voluptatem tempora consectetur tempora dolore aliquam numquam labore quaerat quiquia est non."", ""Eius quaerat modi magnam est ut ipsum numquam quisquam quaerat sit numquam quaerat quaerat neque sit dolor sed neque velit tempora eius non labore dolore magnam adipisci modi eius."", ""Porro consectetur voluptatem eius quiquia ipsum quaerat labore dolor neque numquam non sed modi sed dolorem dolor amet labore amet."", ""Voluptatem adipisci neque magnam porro neque porro dolor numquam non labore neque eius aliquam amet adipisci voluptatem quiquia dolore labore sed sed.""]"
duck,"[""Amet"", ""etincidunt"", ""labore"", ""ut"", ""etincidunt"", ""quaerat"", ""modi"", ""adipisci"", ""velit"", ""non"", ""dolore"", ""sed""]","[""Amet tempora sed aliquam labore adipisci quiquia modi amet amet adipisci adipisci numquam quaerat velit sed dolore velit eius ut sit modi consectetur quisquam sit aliquam porro quisquam."", ""Ipsum quiquia est velit sit neque labore quisquam ipsum ipsum numquam consectetur sed quiquia voluptatem ipsum consectetur dolore adipisci amet est porro tempora quiquia ut amet aliquam aliquam.""]"
inspect,"[""Non"", ""modi"", ""dolore"", ""numquam"", ""numquam"", ""non"", ""neque"", ""amet"", ""amet"", ""sit"", ""aliquam"", ""modi"", ""dolor"", ""quisquam"", ""porro"", ""sit"", ""tempora"", ""dolorem"", ""aliquam"", ""numquam"", ""ut"", ""porro"", ""tempora"", ""quisquam"", ""ut"", ""sit"", ""sit"", ""est"", ""aliquam"", ""non"", ""dolor"", ""tempora"", ""dolor"", ""neque"", ""sed""]","[""Tempora tempora modi ut porro porro est neque labore dolore non amet labore dolor porro ipsum neque aliquam ipsum neque sit porro voluptatem aliquam quaerat magnam voluptatem consectetur modi.""]"
salad,"[""Consectetur"", ""voluptatem"", ""dolore"", ""est"", ""consectetur"", ""voluptatem"", ""sed"", ""adipisci"", ""voluptatem"", ""amet"", ""velit"", ""velit"", ""est"", ""quisquam"", ""etincidunt"", ""amet"", ""est"", ""etincidunt"", ""velit"", ""sed"", ""est"", ""dolore""]","[""Numquam aliquam dolorem est neque numquam porro sit magnam dolore sit."", ""Aliquam quaerat dolor numquam modi dolorem non dolor modi modi sed ut modi dolore dolore magnam est tempora porro quaerat est ut quiquia aliquam voluptatem."", ""Quiquia neque dolorem quisquam porro consectetur eius ut consectetur modi dolore porro sit adipisci quiquia etincidunt ut dolorem numquam est ipsum velit est magnam porro."", ""Aliquam consectetur ut voluptatem ipsum voluptatem est neque quiquia numquam ut sed aliquam quaerat ut est velit eius amet magnam ipsum ipsum voluptatem quisquam consectetur ipsum est neque consectetur."", ""Quiquia voluptatem velit adipisci neque velit adipisci modi non neque ut dolor quisquam quiquia dolorem dolorem ipsum consectetur neque porro amet dolorem voluptatem."", ""Dolorem porro voluptatem tempora est dolore quisquam non etincidunt labore quisquam quisquam velit dolore sit dolor sed modi sit porro dolorem dolor amet dolore dolore est."", ""Non quisquam etincidunt quaerat dolore neque aliquam adipisci neque ut sed tempora ipsum dolore sit porro amet amet labore tempora etincidunt dolorem quaerat dolorem dolorem."", ""Velit adipisci quaerat dolore etincidunt est neque porro porro consectetur velit amet ipsum dolore ipsum ut non voluptatem tempora amet non.""]"
reporter,"[""Eius"", ""tempora"", ""consectetur"", ""voluptatem"", ""porro"", ""quisquam"", ""sed"", ""dolor"", ""neque"", ""quaerat"", ""dolorem"", ""est"", ""voluptatem"", ""quisquam"", ""amet"", ""ut"", ""non""]","[""Etincidunt consectetur velit dolorem modi magnam consectetur magnam amet modi neque adipisci labore eius velit neque quaerat modi."", ""Voluptatem adipisci velit magnam aliquam porro magnam magnam aliquam est dolore dolore dolorem voluptatem quaerat porro voluptatem eius dolorem."", ""Porro non tempora consectetur neque quisquam modi tempora etincidunt magnam magnam aliquam quisquam ut dolorem."", ""Numquam eius eius etincidunt sed adipisci neque quiquia sit consectetur sed ut modi aliquam."", ""Quiquia est est neque dolor porro dolorem neque modi quisquam non quisquam ipsum dolorem ipsum amet consectetur etincidunt dolore numquam ut etincidunt dolor consectetur ipsum etincidunt."", ""Quisquam eius sed ipsum non non magnam quaerat ipsum quaerat non non adipisci consectetur velit tempora velit."", ""Dolore porro modi consectetur ipsum etincidunt adipisci consectetur quisquam velit adipisci ipsum tempora ut magnam etincidunt non etincidunt dolorem etincidunt labore modi dolore ut."", ""Ut dolore quaerat ut numquam non sed aliquam non non amet neque labore non magnam quiquia velit quisquam dolore labore dolor amet dolorem velit voluptatem voluptatem quiquia quisquam voluptatem sit."", ""Voluptatem etincidunt magnam modi etincidunt magnam labore ut quaerat tempora velit ut porro magnam velit sed tempora eius magnam labore quaerat ipsum."", ""Voluptatem sed est tempora voluptatem tempora numquam consectetur sit quaerat eius non quaerat numquam labore consectetur non numquam."", ""Consectetur ut est ipsum sit non neque amet quaerat labore voluptatem ipsum.""]"
elocution,"[""Velit"", ""est"", ""quisquam"", ""labore"", ""quiquia"", ""voluptatem"", ""aliquam"", ""eius"", ""porro"", ""dolor"", ""neque"", ""quaerat"", ""quaerat"", ""numquam"", ""aliquam"", ""neque"", ""aliquam"", ""neque"", ""est"", ""quiquia"", ""magnam"", ""voluptatem"", ""modi"", ""adipisci"", ""adipisci"", ""dolor"", ""sit"", ""porro"", ""numquam"", ""velit"", ""sit"", ""quisquam""]","[""Voluptatem voluptatem quaerat velit quisquam numquam ut dolorem tempora velit voluptatem modi neque sit quaerat numquam dolore velit velit adipisci."", ""Porro sed dolorem adipisci quaerat adipisci etincidunt magnam quiquia neque."", ""Porro velit quaerat eius porro voluptatem ut labore adipisci ipsum aliquam non consectetur ipsum voluptatem voluptatem dolorem etincidunt porro labore etincidunt est sit."", ""Porro quiquia magnam sed non dolorem velit porro modi quisquam aliquam porro adipisci labore voluptatem sit non velit dolore amet est velit quaerat.""]"
fragment,"[""Amet"", ""quiquia"", ""porro"", ""modi"", ""aliquam"", ""eius"", ""etincidunt"", ""voluptatem"", ""consectetur"", ""consectetur"", ""non"", ""non"", ""dolore"", ""sed"", ""dolor"", ""consectetur"", ""est"", ""ut"", ""consectetur"", ""eius"", ""adipisci"", ""consectetur"", ""neque"", ""quiquia"", ""aliquam"", ""non"", ""adipisci"", ""aliquam"", ""quiquia"", ""velit"", ""ipsum"", ""etincidunt"", ""voluptatem"", ""aliquam"", ""eius"", ""quaerat""]","[""Quiquia ipsum sed dolorem porro non quaerat adipisci dolore etincidunt velit adipisci magnam consectetur quiquia voluptatem dolore modi est modi ut sit porro adipisci modi adipisci dolorem.""]"
