word_lc,cos_dist,count,root_word,lemma_count
glass,0.33291,0.75,luminescent,15
hauteur,0.3329,0.5,coruscating,1
look,0.33263,0.55,glowing,179
coldly,0.33244,0.75,gleaming,2
concentration,0.33237,0.25,intense,2
high,0.33234,0.55,intense,19
superior,0.33228,0.55,brilliant,5
bare,0.33218,0.65,gleaming,3
slow,0.33202,0.1,intense,8
theatrical,0.3319,0.7,dazzling,1
egotism,0.33187,0.35,coruscating,1
comprehensible,0.33187,0.4,vivid,1
soul,0.33175,0.35,radiant,2
visibly,0.33162,0.8,illuminated,2
defiant,0.33121,0.9,coruscating,2
uninflected,0.33121,0.55,coruscating,1
plenty,0.33119,0.45,bright,1
insignia,0.3311,0.25,resplendent,1
idiotically,0.3309,0.55,brilliant,1
scrawl,0.33082,0.65,coruscating,1
engrossed,0.33066,0.6,intense,2
incredulous,0.33063,0.7,glowing,3
croon,0.33047,0.6,resplendent,1
damned,0.33023,0.55,brilliant,5
desire,0.32999,0.2,intense,5
convivial,0.32994,0.75,resplendent,1
unquiet,0.32992,0.65,coruscating,1
scanty,0.32979,0.55,resplendent,1
foliage,0.32936,0.8,lustrous,1
pasquinade,0.32935,0.15,coruscating,1
coat,0.32925,0.45,lustrous,17
romantic,0.32903,0.75,intense,10
roar,0.32888,0.55,gleaming,4
polish,0.32885,0.6,lustrous,1
true,0.32883,0.35,vivid,9
strained,0.32882,0.05,intense,3
sneer,0.32881,0.45,gleaming,2
artistic,0.32878,0.65,brilliant,1
thought,0.32864,0.15,brilliant,1
vestibule,0.3286,0.25,lighted,2
confident,0.32847,0.55,bright,2
long,0.32838,0.2,intense,79
singe,0.32834,0.45,lit,4
gloved,0.32807,0.5,lighted,1
cruel,0.32784,0.35,brilliant,1
infinitesimal,0.32783,0.45,luminous,1
leather,0.32756,0.45,lustrous,5
inhospitably,0.3274,0.8,resplendent,1
smirk,0.32723,0.4,gleaming,1
motionless,0.32702,0.85,resplendent,2
practical,0.327,0.45,brilliant,3
sweep,0.32691,0.6,gleaming,4
ceaselessly,0.32684,0.65,coruscating,2
autumn,0.32666,0.55,bright,6
irrelevantly,0.32664,0.45,coruscating,1
memory,0.32661,0.05,vivid,7
drowse,0.32661,0.45,coruscating,1
knickerbocker,0.32643,0.1,resplendent,1
fortuitously,0.32641,0.65,brilliant,1
sunset,0.32619,0.85,shining,1
crowded,0.32613,0.5,bright,4
definitely,0.32606,0.15,brilliant,5
freshly,0.32593,0.85,gleaming,1
interior,0.32583,0.65,illuminated,4
diamond,0.32569,0.75,dazzling,1
uneasy,0.3256,0.25,intense,4
ripe,0.32542,0.65,bright,1
impenetrable,0.32529,0.85,lustrous,1
easy,0.3252,0.2,brilliant,4
genially,0.32519,0.7,resplendent,2
quartet,0.32511,0.4,scintillating,2
pavilion,0.32507,0.3,lighted,1
obvious,0.32479,0.35,brilliant,2
inconceivable,0.32438,0.55,brilliant,1
sundial,0.32438,0.35,illuminated,1
pitiful,0.32419,0.5,brilliant,1
significant,0.32373,0.25,intense,1
fade,0.32348,0.7,bright,8
modern,0.32347,0.6,bright,1
flushed,0.3234,0.65,gleaming,1
elicit,0.32335,0.2,intense,2
blessed,0.32331,0.6,resplendent,1
restlessness,0.32325,0.35,intense,1
absently,0.32275,0.35,gleaming,3
quaver,0.32265,0.25,coruscating,1
dangerously,0.32262,0.75,intense,1
surface,0.32255,0.45,phosphorescent,2
horizon,0.32248,0.6,bright,1
capable,0.32235,0.45,brilliant,2
tangible,0.32234,0.75,vivid,3
twilight,0.32233,0.85,illuminated,9
nourish,0.32228,0.2,lustrous,1
fine,0.32223,0.5,brilliant,12
impression,0.32223,0.35,vivid,8
sad,0.32218,0.3,brilliant,8
fascinated,0.32199,0.65,brilliant,2
stunned,0.32177,0.65,dazzling,1
sober,0.32173,0.75,vivid,3
far,0.32146,0.15,bright,25
retort,0.32134,0.25,coruscating,1
slunk,0.32127,0.45,gleaming,1
prominent,0.32117,0.75,bright,1
frowning,0.32108,0.35,gleaming,1
story,0.32093,0.2,vivid,12
impatient,0.32086,0.15,intense,1
contemplation,0.32086,0.55,intense,1
vanished,0.32069,0.6,gleaming,1
elusive,0.32066,0.85,dazzling,1
tortuously,0.32046,0.6,intense,1
squint,0.32044,0.65,bright,1
infinite,0.32036,0.6,luminous,2
tactful,0.32008,0.3,brilliant,1
bunsen,0.32005,0.45,incandescent,1
dangle,0.32,0.55,gleaming,2
subtly,0.31999,0.9,dazzling,1
tale,0.31988,0.45,vivid,1
frankly,0.31975,0.2,brilliant,1
ache,0.31935,0.2,intense,1
weird,0.31933,0.35,brilliant,1
disquiet,0.31916,0.2,coruscating,1
weatherproof,0.3191,0.5,lighted,1
ceiling,0.31898,0.55,lighted,3
contralto,0.31876,0.5,lustrous,2
awning,0.31866,0.25,lighted,1
coverlet,0.31835,0.5,lustrous,1
weave,0.31826,0.35,lustrous,1
temper,0.31809,0.3,intense,1
lower,0.31788,0.05,bright,2
attention,0.31787,0.15,intense,6
overwhelmingly,0.31786,0.35,intense,1
abstract,0.31785,0.45,vivid,1
hallway,0.31765,0.3,lighted,1
sensitivity,0.31756,0.35,intense,1
material,0.31748,0.35,phosphorescent,3
puddle,0.31741,0.65,phosphorescent,1
doubtless,0.3174,0.45,resplendent,1
friendly,0.31733,0.2,bright,1
stove,0.31733,0.25,lit,2
decently,0.31723,0.5,bright,1
indignant,0.31718,0.9,glowing,1
bewildered,0.31693,0.7,resplendent,1
inconsequence,0.31649,0.35,coruscating,1
gruff,0.31647,0.55,gleaming,2
instinctive,0.31622,0.45,intense,1
intolerable,0.31617,0.15,intense,1
rocking,0.31613,0.6,resplendent,1
careful,0.31597,0.25,intense,3
conscientious,0.31582,0.35,brilliant,2
grace,0.31579,0.5,resplendent,1
dislike,0.31572,0.1,intense,2
paint,0.31558,0.45,phosphorescent,3
erect,0.31552,0.3,lighted,1
disappointment,0.3155,0.15,intense,2
unreality,0.31542,0.55,vivid,1
silently,0.31531,0.35,gleaming,1
sunken,0.31527,0.65,gleaming,2
insidious,0.31468,0.35,intense,1
pressure,0.31468,0.05,intense,3
cold,0.31467,0.4,intense,15
audible,0.3146,0.65,illuminated,2
blankly,0.31455,0.35,gleaming,4
ether,0.31436,0.35,phosphorescent,1
incoherent,0.31415,0.6,coruscating,3
tumult,0.31408,0.35,coruscating,1
windy,0.31374,0.35,bright,2
insolent,0.31355,0.75,dazzling,1
pity,0.31355,0.1,brilliant,1
sight,0.31348,0.8,resplendent,13
earnestness,0.31305,0.75,coruscating,1
whitewashed,0.31304,0.7,gleaming,1
lather,0.31268,0.25,lustrous,2
lazily,0.31259,0.6,gleaming,1
bad,0.31258,0.2,brilliant,14
depth,0.31229,0.25,intense,1
grateful,0.31226,0.25,brilliant,1
spasm,0.31216,0.2,intense,2
intermittent,0.31209,0.5,intense,2
horribly,0.31193,0.25,brilliant,2
asunder,0.31185,0.1,coruscating,1
night,0.31164,0.65,lit,77
harshness,0.31154,0.3,intense,1
indecipherable,0.31139,0.75,coruscating,1
streak,0.31129,0.65,lustrous,1
incalculable,0.31127,0.3,dazzling,1
jonquil,0.31125,0.85,incandescent,1
artificial,0.31121,0.9,incandescent,3
simply,0.31103,0.1,brilliant,4
result,0.31101,0.15,intense,1
meditatively,0.311,0.7,resplendent,1
début,0.31084,0.35,coruscating,1
explode,0.31077,0.3,intense,3
tenderness,0.3105,0.4,radiant,1
freshness,0.31049,0.7,radiant,2
contemporary,0.31023,0.75,vivid,1
reassuring,0.3102,0.45,glowing,1
finish,0.31017,0.3,lustrous,3
benediction,0.31014,0.5,resplendent,2
hopeless,0.31004,0.5,brilliant,1
steady,0.30973,0.65,intense,1
staid,0.30968,0.6,resplendent,1
tinny,0.30966,0.7,phosphorescent,1
strand,0.30955,0.35,lustrous,1
desolate,0.30936,0.85,resplendent,4
moment,0.30935,0.5,shining,73
shiver,0.30925,0.5,coruscating,4
room,0.3092,0.25,lighted,82
procession,0.30919,0.2,resplendent,2
shyly,0.30916,0.45,gleaming,1
epigram,0.30915,0.2,coruscating,1
well,0.30904,0.35,brilliant,88
creature,0.30902,0.35,phosphorescent,1
brick,0.30902,0.5,lighted,6
ocean,0.30896,0.25,phosphorescent,1
tight,0.30892,0.25,intense,5
obligingly,0.30887,0.4,resplendent,1
duckweed,0.30885,0.1,phosphorescent,1
admiration,0.30884,0.65,glowing,2
nickel,0.30878,0.4,lustrous,1
rectangle,0.30863,0.25,lighted,1
turbulence,0.30843,0.2,intense,1
sporting,0.30841,0.4,resplendent,1
wide,0.30831,0.35,dazzling,7
noisy,0.3083,0.35,bright,1
suffering,0.30825,0.05,intense,1
eager,0.30812,0.4,bright,2
pleasantly,0.3081,0.8,bright,2
perspired,0.30801,0.8,resplendent,1
fish,0.30798,0.1,phosphorescent,1
anticlimax,0.30795,0.4,scintillating,1
brutality,0.30784,0.2,intense,1
affair,0.30784,0.3,intense,9
notorious,0.30774,0.35,brilliant,1
broad,0.30773,0.75,bright,4
delicacy,0.30763,0.5,dazzling,1
foamy,0.3076,0.55,lustrous,1
excitedly,0.30755,0.35,glowing,5
calmness,0.30752,0.65,intense,1
wild,0.30752,0.55,dazzling,11
unreal,0.30731,0.55,intense,2
humiliation,0.30708,0.05,intense,1
totally,0.30702,0.2,brilliant,1
irritable,0.30682,0.45,intense,1
windows,0.30674,0.45,lighted,1
mincing,0.30669,0.2,coruscating,1
gasoline,0.30663,0.2,incandescent,3
obliging,0.30661,0.15,brilliant,1
utter,0.30642,0.6,resplendent,2
vulgar,0.30634,0.65,coruscating,2
boredom,0.3062,0.05,intense,1
authentically,0.30608,0.3,resplendent,1
poles,0.30594,0.15,lighted,1
defiance,0.30588,0.4,coruscating,1
alongside,0.30575,0.35,resplendent,2
enthusiastically,0.30545,0.3,glowing,3
damp,0.30532,0.8,lustrous,6
entrance,0.3052,0.2,lighted,1
denizen,0.30516,0.25,resplendent,1
deplorably,0.30514,0.35,resplendent,1
thrusting,0.30508,0.4,intense,1
recede,0.30505,0.35,bright,1
unprosperous,0.3047,0.4,resplendent,1
reaction,0.30451,0.15,intense,3
shame,0.30433,0.1,brilliant,2
chimney,0.30429,0.25,lit,1
recurrent,0.30428,0.1,intense,1
luxury,0.30419,0.35,gleaming,1
indiscreet,0.30384,0.75,coruscating,1
background,0.30378,0.4,vivid,1
chromes,0.30374,0.5,gleaming,1
alarming,0.30349,0.45,dazzling,1
swoon,0.30348,0.55,dazzling,2
lazy,0.30342,0.1,brilliant,1
dominant,0.30327,0.15,intense,1
wasteful,0.30322,0.1,incandescent,1
stable,0.30319,0.25,bright,6
unexpectedly,0.30295,0.45,intense,2
poor,0.30293,0.2,brilliant,9
combustion,0.30289,0.25,incandescent,1
flirtation,0.30276,0.2,scintillating,1
lyric,0.30275,0.4,coruscating,1
hilarity,0.30275,0.35,coruscating,2
heighten,0.30257,0.2,intense,1
spin,0.30246,0.25,scintillating,1
menagerie,0.30245,0.45,dazzling,1
variety,0.30237,0.45,dazzling,1
dot,0.30221,0.35,luminescent,1
feebly,0.30221,0.8,coruscating,1
one,0.30217,0.25,brilliant,156
dejection,0.30207,0.5,resplendent,1
repose,0.30205,0.2,radiant,1
proud,0.3018,0.25,brilliant,2
muddy,0.30167,0.4,bright,1
gracefully,0.30146,0.45,lustrous,1
stiffly,0.30143,0.25,resplendent,1
overcoat,0.3014,0.5,resplendent,1
dishonest,0.30138,0.05,brilliant,1
senselessness,0.30133,0.1,coruscating,1
complete,0.30114,0.45,dazzling,10
portrait,0.3011,0.5,vivid,1
ahead,0.30105,0.1,bright,5
clearly,0.30095,0.5,brilliant,1
astonishment,0.30094,0.6,dazzling,2
shrubbery,0.30089,0.5,lighted,3
ajar,0.30083,0.25,illuminated,2
pebble,0.30066,0.35,phosphorescent,2
affection,0.30064,0.25,intense,2
caramel,0.30056,0.5,lustrous,1
glance,0.30053,0.4,gleaming,26
desperate,0.30037,0.25,intense,1
vigil,0.30035,0.2,lighted,3
indistinguishably,0.30027,0.7,resplendent,1
difficulty,0.30015,0.05,intense,3
distaste,0.30007,0.2,intense,1
tone,0.29994,0.7,lustrous,5
needless,0.29987,0.15,intense,1
anteroom,0.29974,0.35,resplendent,1
activity,0.29954,0.1,intense,1
incarnation,0.29954,0.1,resplendent,1
pair,0.29947,0.45,scintillating,8
cigar,0.29938,0.2,lighted,2
flounce,0.29924,0.3,coruscating,1
flutter,0.29918,0.5,dazzling,4
pointing,0.29897,0.25,shining,2
spire,0.29886,0.65,gleaming,1
rivulet,0.29863,0.55,coruscating,1
abyss,0.29859,0.55,coruscating,1
bunch,0.29858,0.25,brilliant,2
mineral,0.29848,0.35,lustrous,1
unpleasantness,0.29845,0.1,intense,2
tender,0.29829,0.4,intense,1
lot,0.29813,0.2,intense,12
cloak,0.29804,0.65,shining,1
preoccupation,0.29793,0.35,intense,1
impetuously,0.29787,0.5,coruscating,1
imperceptibly,0.29784,0.85,luminous,1
tunnel,0.29775,0.3,lighted,1
scrawny,0.29741,0.55,gleaming,1
physical,0.29732,0.3,intense,8
restlessly,0.29725,0.85,coruscating,2
baffled,0.29709,0.2,brilliant,1
beginning,0.29707,0.05,intense,4
plaza,0.29687,0.2,lighted,4
hollow,0.29686,0.65,glowing,2
spite,0.29684,0.4,intense,1
bloom,0.29683,0.75,dazzling,4
curious,0.29671,0.4,brilliant,12
morbid,0.29661,0.75,intense,2
overhead,0.29643,0.45,lighted,7
dry,0.29623,0.35,lustrous,4
worldly,0.29622,0.5,resplendent,1
melt,0.29622,0.35,radiant,3
silhouette,0.29603,0.8,gleaming,2
ultimate,0.29592,0.4,dazzling,1
blind,0.29591,0.45,illuminated,8
thud,0.29584,0.3,gleaming,1
blink,0.29573,0.8,glowing,2
pillar,0.29563,0.3,shining,1
buoy,0.29558,0.3,phosphorescent,1
consciousness,0.29557,0.35,luminous,2
dread,0.29549,0.2,intense,1
fortnight,0.29545,0.2,scintillating,1
stout,0.29539,0.15,lustrous,3
steeple,0.29538,0.4,lighted,1
anaemic,0.29516,0.75,resplendent,1
champagne,0.29507,0.7,scintillating,7
low,0.29505,0.45,bright,16
eye,0.29494,0.8,bright,92
elongate,0.29493,0.3,lustrous,1
vestige,0.29491,0.25,gleaming,1
bit,0.29491,0.15,bright,4
keyed,0.29445,0.2,illuminated,1
rowboat,0.29438,0.15,phosphorescent,1
fast,0.29436,0.35,bright,5
eagerness,0.29432,0.5,gleaming,2
uneasily,0.29424,0.25,gleaming,1
eagerly,0.2939,0.2,resplendent,9
stone,0.2938,0.6,radiant,1
hope,0.29375,0.15,bright,12
probity,0.29343,0.4,coruscating,1
experience,0.29332,0.15,intense,2
turning,0.29327,0.55,shining,1
jovially,0.29322,0.4,resplendent,1
sidewalk,0.29318,0.3,lighted,6
new,0.29303,0.45,bright,70
close,0.29256,0.15,intense,27
playfully,0.29243,0.7,dazzling,1
awkward,0.2924,0.15,intense,1
villainous,0.2924,0.35,brilliant,1
gothic,0.29234,0.55,luminescent,1
powder,0.29215,0.5,phosphorescent,5
obscure,0.29208,0.7,illuminated,1
gnawing,0.2919,0.25,gleaming,1
quickening,0.29189,0.6,coruscating,1
forehead,0.29186,0.55,glowing,2
malice,0.29183,0.2,coruscating,1
hardly,0.29176,0.35,brilliant,9
dazed,0.29172,0.85,glowing,1
window,0.2917,0.35,illuminated,37
scorn,0.29162,0.3,coruscating,4
pluck,0.29158,0.3,gleaming,1
face,0.2914,0.55,shining,71
shortsighted,0.2914,0.1,brilliant,1
tribute,0.29127,0.2,brilliant,3
plaid,0.29101,0.2,resplendent,2
spat,0.29101,0.25,coruscating,1
emptiness,0.29079,0.6,luminous,1
likely,0.29077,0.1,bright,4
transitory,0.29072,0.5,luminous,1
startled,0.29067,0.7,glowing,3
rose,0.29064,0.6,shining,10
feather,0.29036,0.6,lustrous,1
dart,0.29026,0.35,lighted,1
wayward,0.29011,0.65,dazzling,1
oppressiveness,0.29008,0.3,coruscating,1
sparse,0.29005,0.75,bright,1
scalloped,0.28999,0.4,lustrous,1
shock,0.28995,0.25,intense,6
leeches,0.2899,0.25,phosphorescent,1
obscene,0.28988,0.7,coruscating,2
nightingale,0.2898,0.4,radiant,1
loose,0.28977,0.15,lustrous,1
grief,0.28975,0.15,intense,3
sleeplessness,0.28967,0.2,intense,1
piece,0.28948,0.35,scintillating,11
guiltily,0.28943,0.2,gleaming,1
tent,0.28925,0.15,lighted,2
excite,0.28911,0.3,intense,5
unobtrusively,0.28903,0.55,illuminated,1
instant,0.28899,0.6,intense,4
disappointed,0.28887,0.15,brilliant,2
clam,0.28886,0.1,phosphorescent,1
flesh,0.28882,0.7,phosphorescent,1
tomorrow,0.28878,0.1,bright,15
foam,0.28855,0.15,phosphorescent,1
windowed,0.28855,0.6,gleaming,1
sulkily,0.28847,0.3,resplendent,1
quietly,0.28846,0.35,gleaming,1
inevitable,0.28839,0.05,intense,2
sadness,0.28834,0.35,intense,2
weary,0.28834,0.4,gleaming,1
doorway,0.28825,0.35,illuminated,3
absorbed,0.28804,0.5,illuminated,1
desirable,0.28795,0.3,lustrous,1
chorus,0.2879,0.2,coruscating,2
impatiently,0.28785,0.15,gleaming,7
conceit,0.28784,0.35,coruscating,1
anxiously,0.28779,0.35,gleaming,4
raft,0.28772,0.05,phosphorescent,1
elevated,0.28765,0.45,illuminated,3
violence,0.28765,0.1,intense,3
brow,0.28758,0.45,gleaming,1
swiftly,0.28758,0.55,gleaming,1
rosary,0.28752,0.3,luminous,1
spiritless,0.28736,0.65,resplendent,1
mansion,0.28734,0.15,resplendent,5
convey,0.2873,0.25,vivid,2
shot,0.28727,0.3,lit,2
excited,0.28721,0.25,bright,3
unaffected,0.28716,0.45,illuminated,1
love,0.28709,0.35,brilliant,48
bantering,0.28705,0.2,scintillating,1
stair,0.28703,0.15,lighted,3
perpetual,0.28698,0.65,resplendent,1
criticism,0.28695,0.15,coruscating,1
raw,0.28689,0.65,intense,4
exclamation,0.28678,0.7,coruscating,1
encounter,0.28676,0.25,intense,1
gossip,0.28675,0.05,scintillating,2
sensibility,0.28671,0.45,vivid,1
dashboard,0.28665,0.35,illuminated,1
sterner,0.28653,0.2,coruscating,1
momentarily,0.28652,0.6,illuminated,3
bedroom,0.28647,0.2,bright,8
inviolate,0.28647,0.35,resplendent,1
occasional,0.28645,0.5,intense,1
pointless,0.28642,0.2,brilliant,1
rise,0.2864,0.05,shining,20
hitherto,0.28635,0.3,resplendent,1
derange,0.28633,0.2,coruscating,2
enchant,0.28633,0.05,dazzling,1
veil,0.2863,0.55,radiant,2
sticky,0.2863,0.45,bright,1
salute,0.28606,0.35,resplendent,1
pride,0.28605,0.25,gleaming,4
make,0.28596,0.05,bright,102
incredulously,0.28592,0.25,gleaming,5
irregularly,0.28589,0.4,lighted,1
grudging,0.28588,0.3,glowing,1
possess,0.28585,0.4,lustrous,3
vaguely,0.28567,0.7,vivid,4
helpfully,0.28565,0.3,brilliant,1
lavender,0.28564,0.6,luminescent,6
incredulity,0.2856,0.3,coruscating,1
indiscernible,0.28559,0.75,luminous,1
hospitable,0.28555,0.35,bright,1
yolk,0.28551,0.35,luminescent,1
flat,0.28541,0.35,bright,8
demoniac,0.28539,0.35,phosphorescent,1
tree,0.28515,0.1,lighted,20
ammonia,0.28504,0.2,phosphorescent,1
pleasure,0.28501,0.25,brilliant,1
sort,0.28488,0.4,brilliant,24
facet,0.28488,0.2,scintillating,1
ash,0.28474,0.45,incandescent,7
helplessly,0.2847,0.45,gleaming,4
await,0.2847,0.25,resplendent,1
effort,0.28458,0.1,intense,14
extemporize,0.28454,0.1,coruscating,1
pointlessly,0.28448,0.35,brilliant,2
rigid,0.28444,0.3,intense,1
soprano,0.28431,0.45,luminous,1
special,0.2843,0.25,intense,2
momentary,0.28425,0.75,dazzling,2
real,0.28419,0.4,vivid,11
labyrinth,0.28415,0.3,illuminated,1
thatch,0.28407,0.2,lustrous,1
thank,0.28371,0.15,brilliant,8
perspiration,0.28357,0.4,radiant,2
mantelpiece,0.28356,0.5,gleaming,2
tangle,0.28352,0.55,lustrous,3
blossom,0.28346,0.65,shining,2
irregular,0.28346,0.65,lustrous,1
endow,0.28344,0.4,dazzling,1
nosed,0.28333,0.35,lighted,2
revelation,0.28325,0.4,intense,2
girlhood,0.28324,0.25,vivid,1
strain,0.28323,0.05,intense,7
tenor,0.2832,0.3,coruscating,2
hulk,0.28305,0.3,phosphorescent,3
resemble,0.28298,0.55,gleaming,1
rowdy,0.28277,0.45,intense,1
gas,0.28275,0.3,incandescent,5
gratified,0.28262,0.6,glowing,1
shut,0.2826,0.1,lit,5
solemnly,0.28257,0.35,resplendent,2
underneath,0.28252,0.4,gleaming,2
gentlemanly,0.28244,0.3,resplendent,1
immoderately,0.28244,0.45,resplendent,1
soothe,0.28225,0.15,radiant,1
obstinate,0.28224,0.45,intense,1
oblivious,0.28223,0.3,resplendent,1
flavour,0.2821,0.2,intense,2
petal,0.28209,0.65,luminescent,1
authoritative,0.28208,0.65,lustrous,1
short,0.28207,0.35,brilliant,15
air,0.28205,0.45,radiant,26
ambiguously,0.28199,0.65,lit,1
faithful,0.28189,0.35,resplendent,1
careless,0.28187,0.35,brilliant,5
fashioned,0.28184,0.45,gleaming,1
puzzled,0.28178,0.25,glowing,1
abstractedly,0.28177,0.5,resplendent,1
porch,0.28174,0.2,lighted,16
swollen,0.28164,0.8,glowing,3
dismally,0.28158,0.5,resplendent,1
condescension,0.28156,0.3,coruscating,1
watchfully,0.28154,0.6,resplendent,1
sea,0.28148,0.4,phosphorescent,9
silent,0.28146,0.75,luminous,8
impersonally,0.2814,0.4,coruscating,1
bored,0.2813,0.1,intense,3
miserable,0.28117,0.4,brilliant,2
romance,0.28113,0.3,scintillating,1
linen,0.28102,0.35,lustrous,2
rain,0.2808,0.2,shining,19
scepticism,0.28074,0.15,coruscating,3
hint,0.28061,0.6,scintillating,4
fella,0.28053,0.15,brilliant,4
fur,0.28044,0.3,lustrous,2
flabby,0.28044,0.5,lustrous,1
glide,0.28031,0.5,lustrous,2
arc,0.28001,0.4,incandescent,1
thoroughly,0.27978,0.15,brilliant,1
appreciate,0.27968,0.05,brilliant,1
swastika,0.27963,0.5,illuminated,1
hardy,0.27947,0.2,bright,1
inside,0.27945,0.4,illuminated,19
beard,0.27931,0.3,lustrous,2
frog,0.27899,0.15,phosphorescent,1
universe,0.27893,0.2,luminous,3
harrowed,0.27882,0.6,gleaming,1
summer,0.2788,0.2,intense,19
carpet,0.2787,0.5,radiant,2
impressionability,0.27867,0.3,luminous,1
rhythm,0.27863,0.4,scintillating,4
open,0.27859,0.25,bright,49
dress,0.27856,0.15,resplendent,31
hour,0.27846,0.1,intense,47
passersby,0.27829,0.4,illuminated,1
dirty,0.27811,0.35,bright,2
fractiousness,0.27785,0.1,coruscating,1
vista,0.27777,0.3,resplendent,1
power,0.27773,0.4,incandescent,4
overripe,0.27748,0.7,coruscating,1
raincoat,0.27742,0.25,phosphorescent,1
exult,0.27734,0.4,resplendent,1
resemblance,0.27718,0.3,vivid,2
thinning,0.27718,0.1,lustrous,3
sardine,0.27706,0.15,phosphorescent,1
witness,0.27703,0.55,vivid,3
courage,0.27703,0.15,shining,3
hurriedly,0.27702,0.25,gleaming,1
cocktail,0.27697,0.2,scintillating,8
nebulous,0.27688,0.75,luminous,1
teutonic,0.27676,0.2,coruscating,1
street,0.27668,0.15,lighted,19
outline,0.27658,0.3,illuminated,1
jealous,0.27649,0.25,intense,1
recent,0.27644,0.2,intense,1
hall,0.27639,0.25,lighted,17
loneliness,0.27639,0.05,intense,3
sawdust,0.2762,0.2,phosphorescent,1
solitary,0.27615,0.95,scintillating,2
rear,0.2761,0.2,illuminated,4
excellence,0.27604,0.3,resplendent,2
superficial,0.27601,0.45,intense,1
unlike,0.27599,0.25,intense,2
puppyish,0.27597,0.7,coruscating,1
unreasoning,0.27589,0.35,coruscating,1
wreath,0.27583,0.3,lighted,4
consequence,0.27581,0.05,intense,2
rotogravure,0.27578,0.25,phosphorescent,1
lull,0.2756,0.1,intense,1
plagiaristic,0.2755,0.3,brilliant,1
plum,0.27546,0.6,bright,3
strength,0.27545,0.2,intense,1
interest,0.27526,0.05,intense,5
composition,0.27524,0.3,luminous,1
bewilderment,0.27505,0.45,resplendent,1
glad,0.27504,0.05,brilliant,11
scene,0.27503,0.25,intense,11
aluminium,0.27497,0.4,luminescent,1
oceangoing,0.27489,0.3,incandescent,1
wealthy,0.27485,0.15,lustrous,3
lump,0.27483,0.2,glowing,1
happiness,0.27472,0.35,radiant,2
valour,0.27468,0.15,resplendent,1
ineptly,0.27458,0.3,brilliant,1
thinking,0.27455,0.05,brilliant,1
orchid,0.2745,0.4,luminescent,4
tired,0.27446,0.2,intense,4
scarcely,0.27443,0.85,scintillating,7
minute,0.27433,0.15,scintillating,49
haughtily,0.2742,0.15,gleaming,2
breeze,0.27412,0.45,radiant,3
upholstery,0.27408,0.1,lustrous,1
suspicious,0.274,0.15,glowing,2
body,0.27382,0.25,radiant,20
final,0.27371,0.25,scintillating,3
touch,0.27365,0.9,glowing,19
smash,0.27347,0.15,coruscating,2
busy,0.27321,0.2,bright,2
physically,0.27311,0.1,intense,3
dash,0.27287,0.4,dazzling,1
forward,0.27284,0.15,bright,13
tall,0.2728,0.55,bright,2
trim,0.27277,0.2,lustrous,1
instantly,0.27276,0.4,glowing,3
layer,0.27265,0.2,luminescent,1
lightheaded,0.27263,0.25,intense,1
flick,0.2726,0.45,lit,1
wealth,0.27255,0.35,resplendent,1
curtain,0.2725,0.6,lighted,6
familiar,0.2724,0.4,vivid,9
swell,0.27236,0.3,intense,3
whisper,0.27235,0.4,gleaming,18
dominance,0.2723,0.05,intense,1
intimation,0.27229,0.25,coruscating,1
mourning,0.27218,0.15,resplendent,1
bracelet,0.27217,0.35,luminescent,1
toil,0.27205,0.45,gleaming,1
rapture,0.27201,0.45,coruscating,1
disarray,0.272,0.15,resplendent,1
reflect,0.27196,0.3,illuminated,1
isolated,0.27191,0.15,illuminated,1
wrinkle,0.27187,0.15,lustrous,1
dizzy,0.27181,0.7,dazzling,1
thunder,0.27176,0.5,coruscating,1
object,0.27147,0.4,illuminated,16
conversation,0.27137,0.15,scintillating,10
elocution,0.2713,0.25,coruscating,1
vain,0.27125,0.3,resplendent,1
troubled,0.27122,0.5,bright,1
cardboard,0.27097,0.3,phosphorescent,2
tremble,0.27096,0.45,gleaming,11
opening,0.27095,0.3,scintillating,1
leaf,0.27094,0.4,lustrous,2
pile,0.27094,0.2,gleaming,3
grope,0.2709,0.2,phosphorescent,2
spit,0.27081,0.4,gleaming,1
life,0.27075,0.25,vivid,31
lethargic,0.27035,0.5,intense,1
bitterly,0.27027,0.35,intense,1
furnish,0.27025,0.35,resplendent,1
usually,0.27011,0.05,intense,4
sand,0.27009,0.3,phosphorescent,3
clock,0.27,0.3,luminescent,6
coincidence,0.26999,0.15,brilliant,2
stimulate,0.26996,0.05,intense,1
time,0.26991,0.05,intense,99
earth,0.2699,0.3,radiant,4
appear,0.26989,0.3,illuminated,8
necklace,0.26975,0.4,lustrous,1
ball,0.26962,0.3,lighted,2
training,0.2695,0.05,intense,1
grass,0.26933,0.2,lighted,13
doubt,0.26917,0.1,brilliant,6
surprise,0.26914,0.25,dazzling,8
nod,0.26911,0.3,glowing,23
presence,0.26908,0.6,luminous,9
singing,0.26904,0.3,shining,2
grow,0.26896,0.05,bright,15
suddenness,0.2688,0.25,coruscating,1
safe,0.26879,0.15,bright,4
annoyance,0.26878,0.1,intense,1
screen,0.26878,0.5,lighted,1
ambition,0.26868,0.5,brilliant,1
unwavere,0.26866,0.05,intense,1
exclaim,0.26865,0.35,resplendent,9
ballroom,0.26864,0.5,lighted,2
nearly,0.26864,0.25,intense,2
