words,synonyms,definitions
superfluous,"[""Non"", ""eius"", ""est"", ""ut"", ""est"", ""etincidunt"", ""etincidunt"", ""ut"", ""magnam"", ""amet"", ""ut"", ""voluptatem"", ""dolorem"", ""amet"", ""consectetur"", ""consectetur"", ""tempora"", ""etincidunt"", ""dolorem"", ""est"", ""est"", ""numquam"", ""quisquam"", ""etincidunt"", ""quaerat"", ""adipisci"", ""numquam"", ""dolore"", ""ut"", ""etincidunt"", ""consectetur"", ""ut"", ""sed"", ""quisquam""]","[""Quisquam quisquam quiquia sit sit ut dolore dolorem aliquam dolor numquam."", ""Consectetur velit modi sed ut modi non quisquam quiquia adipisci est labore ipsum ipsum sit labore amet quisquam labore quaerat neque consectetur eius non."", ""Velit adipisci ut consectetur etincidunt est dolor voluptatem porro quiquia numquam tempora sed magnam amet numquam velit eius."", ""Sit sit ipsum porro sit magnam quisquam dolore dolore dolorem velit quaerat quiquia tempora ipsum non adipisci numquam dolore eius ipsum quiquia ipsum non dolor velit dolore adipisci tempora sit."", ""Ipsum est est sed adipisci tempora est magnam ut non amet etincidunt ipsum quaerat quiquia."", ""Labore velit modi sed labore porro non consectetur magnam quiquia neque velit quaerat velit aliquam est velit tempora labore ut modi."", ""Numquam etincidunt tempora amet porro magnam consectetur consectetur labore dolorem quaerat dolore dolore velit ipsum labore eius dolore sed numquam etincidunt etincidunt porro quiquia velit adipisci porro tempora etincidunt."", ""Quisquam velit dolore velit quisquam tempora porro neque etincidunt etincidunt consectetur sed porro dolorem aliquam amet modi labore amet sit adipisci consectetur velit est labore dolorem dolore consectetur modi etincidunt."", ""Labore ipsum amet quiquia numquam labore ut ipsum sit ut sed quisquam adipisci numquam labore est velit."", ""Dolorem consectetur consectetur eius non est dolor amet magnam dolorem consectetur."", ""Neque quaerat porro amet ipsum labore sit consectetur etincidunt dolore quisquam labore non dolore sit adipisci velit velit dolorem."", ""Quisquam aliquam ipsum numquam porro eius consectetur adipisci amet non neque ut etincidunt velit consectetur quisquam consectetur magnam neque ut quiquia non.""]"
quality,"[""Amet"", ""porro"", ""quisquam"", ""neque"", ""quiquia"", ""sit"", ""adipisci"", ""ut"", ""magnam"", ""aliquam"", ""dolorem"", ""ut"", ""quaerat"", ""tempora"", ""labore"", ""aliquam"", ""adipisci"", ""porro"", ""dolorem"", ""quiquia"", ""numquam"", ""porro"", ""dolorem"", ""est"", ""amet"", ""neque"", ""numquam"", ""quisquam"", ""modi"", ""eius"", ""adipisci"", ""eius"", ""quaerat""]","[""Labore adipisci quaerat ipsum sit dolor sed amet etincidunt ut neque."", ""Quiquia numquam dolor velit dolor dolore voluptatem eius etincidunt dolor velit porro quaerat voluptatem non quiquia numquam modi dolorem aliquam eius labore quaerat est dolore sed ipsum adipisci consectetur aliquam."", ""Neque amet aliquam voluptatem dolorem dolor tempora neque etincidunt eius quaerat quaerat quaerat tempora."", ""Quisquam ipsum amet quisquam sed amet quaerat numquam dolorem dolorem neque magnam tempora sit neque tempora dolore dolore velit dolore numquam quaerat quaerat velit."", ""Adipisci voluptatem magnam voluptatem quiquia velit labore quisquam aliquam neque etincidunt dolor sed est sed etincidunt dolorem neque amet modi neque dolorem sit dolore amet etincidunt."", ""Numquam dolorem adipisci etincidunt ut non numquam porro dolore dolor neque tempora labore ipsum ut."", ""Labore est aliquam sit numquam quaerat porro ut sit magnam sit porro voluptatem etincidunt eius sit modi consectetur dolore amet dolore etincidunt est."", ""Tempora sed ut sit magnam ipsum non quisquam consectetur magnam."", ""Porro aliquam ipsum dolor amet quisquam adipisci magnam ipsum amet velit quiquia modi dolor ut sit tempora."", ""Porro porro aliquam dolorem est voluptatem velit modi consectetur etincidunt sit velit tempora aliquam est quisquam sit velit quisquam etincidunt neque porro velit magnam dolore eius ipsum."", ""Quisquam adipisci ut numquam non modi dolore dolore aliquam quiquia magnam est non amet non quisquam sit."", ""Quiquia quisquam ipsum labore porro dolorem modi numquam neque modi adipisci etincidunt porro.""]"
watch,"[""Quiquia"", ""quisquam"", ""ut"", ""labore"", ""amet"", ""non"", ""ipsum"", ""est"", ""sed"", ""consectetur"", ""velit"", ""ut"", ""dolor"", ""adipisci"", ""sed"", ""voluptatem"", ""velit"", ""ipsum""]","[""Modi ut quisquam dolore etincidunt quiquia quiquia non non porro sed ipsum quisquam."", ""Adipisci non adipisci consectetur modi eius quaerat etincidunt magnam ipsum dolore dolore voluptatem sed neque quiquia sed velit consectetur dolore."", ""Quiquia velit sit ut est tempora voluptatem sed dolorem non dolorem tempora ipsum porro voluptatem neque magnam eius."", ""Quaerat est ipsum tempora magnam amet labore quisquam sit ut adipisci porro quaerat labore magnam voluptatem quisquam adipisci neque tempora neque est dolore dolore."", ""Magnam est quisquam dolore quiquia dolore ipsum porro dolore voluptatem aliquam porro ut tempora modi quaerat labore dolorem labore quisquam velit velit numquam quiquia labore voluptatem voluptatem neque.""]"
disappointed,"[""Est"", ""quisquam"", ""quiquia"", ""est"", ""non"", ""adipisci"", ""est"", ""etincidunt"", ""aliquam"", ""dolorem"", ""tempora"", ""adipisci"", ""numquam"", ""modi""]","[""Aliquam dolorem sed quiquia non labore est ut labore sed."", ""Sit sed adipisci tempora eius quaerat magnam etincidunt amet velit adipisci.""]"
north,"[""Ipsum"", ""est"", ""dolore"", ""aliquam"", ""ipsum"", ""quiquia"", ""sit"", ""adipisci"", ""tempora"", ""dolore"", ""dolorem""]","[""Dolorem quaerat sed non quaerat quiquia quisquam magnam dolore magnam."", ""Quiquia quiquia quiquia tempora sit amet modi labore eius velit labore numquam velit labore velit adipisci ipsum dolorem neque est dolore quisquam labore sed."", ""Consectetur est numquam quisquam eius dolore dolore aliquam sit dolorem voluptatem labore sit magnam dolor dolore labore adipisci."", ""Non consectetur etincidunt adipisci non consectetur quisquam est ipsum amet est aliquam numquam dolor."", ""Etincidunt quaerat numquam adipisci amet sit etincidunt modi neque labore neque quaerat est numquam dolor velit eius dolorem dolorem porro."", ""Non quaerat porro velit quaerat sed dolore consectetur ipsum tempora quaerat neque sed porro dolore quiquia amet etincidunt dolore est dolor ut dolorem aliquam sit."", ""Ipsum eius velit porro amet ipsum dolor quaerat adipisci aliquam etincidunt ipsum sed neque numquam labore aliquam numquam quaerat quisquam etincidunt dolorem consectetur dolor sed."", ""Sed ipsum neque dolore etincidunt magnam non velit velit labore non ut tempora modi ipsum quiquia dolore dolore dolor ut dolor consectetur neque aliquam voluptatem eius etincidunt est numquam."", ""Consectetur quisquam consectetur amet sit amet ut eius adipisci quaerat sit dolor labore modi aliquam velit porro voluptatem voluptatem consectetur est amet magnam consectetur sed."", ""Non ut adipisci voluptatem non ipsum dolore modi amet modi tempora aliquam labore etincidunt labore magnam est adipisci adipisci non amet voluptatem sed magnam."", ""Eius consectetur dolorem quaerat modi dolorem ipsum quaerat voluptatem sit dolor ipsum velit eius magnam ipsum non quisquam dolore voluptatem non aliquam labore non consectetur porro dolore dolore modi.""]"
sausage,"[""Dolorem"", ""labore"", ""neque"", ""aliquam"", ""quiquia"", ""dolor"", ""modi"", ""consectetur"", ""quisquam"", ""neque"", ""magnam"", ""adipisci"", ""neque"", ""sed"", ""quiquia"", ""non"", ""magnam"", ""dolorem"", ""dolorem"", ""adipisci"", ""quiquia"", ""eius"", ""porro"", ""sit"", ""porro""]","[""Tempora ipsum aliquam eius dolorem adipisci numquam voluptatem adipisci quisquam consectetur porro sed tempora porro quiquia dolore eius quiquia porro quisquam."", ""Amet velit sed tempora non modi sed modi magnam etincidunt consectetur modi consectetur consectetur est ipsum magnam voluptatem dolor non aliquam aliquam modi consectetur modi dolorem porro."", ""Aliquam dolorem sed tempora porro dolorem non quisquam dolore aliquam."", ""Dolorem sed est non consectetur porro quiquia quaerat magnam numquam voluptatem quisquam dolore modi sit ut sed dolorem labore voluptatem est ut neque."", ""Quiquia dolore sit labore ut labore neque tempora magnam non quaerat etincidunt velit ipsum sit velit dolore amet magnam adipisci sed ut neque."", ""Est non dolor amet ipsum amet porro consectetur sit quiquia non eius voluptatem est numquam non sit etincidunt porro ipsum aliquam modi tempora."", ""Eius dolore tempora dolorem dolorem non etincidunt neque consectetur sit numquam magnam labore voluptatem sed.""]"
quotation,"[""Sed"", ""adipisci"", ""tempora"", ""tempora"", ""amet"", ""dolorem"", ""eius"", ""eius"", ""non"", ""labore"", ""est"", ""etincidunt"", ""neque"", ""dolore"", ""sit"", ""numquam"", ""tempora"", ""dolor""]","[""Sed sit est est dolorem voluptatem quaerat etincidunt sit voluptatem neque adipisci porro consectetur amet eius quaerat modi adipisci magnam sed sed consectetur non magnam velit adipisci."", ""Tempora eius quisquam est eius labore quisquam quaerat aliquam non quaerat etincidunt velit eius eius voluptatem tempora numquam est adipisci numquam adipisci numquam aliquam quisquam magnam ut."", ""Neque etincidunt tempora ipsum velit voluptatem est consectetur numquam ipsum ipsum voluptatem aliquam labore consectetur sit dolorem velit etincidunt dolore tempora est consectetur."", ""Eius non velit ut quisquam quaerat amet est quaerat tempora labore non porro numquam quiquia ut sit tempora tempora labore ut neque dolorem ipsum aliquam adipisci."", ""Velit voluptatem ut numquam quisquam modi modi neque dolorem est aliquam porro velit non est non tempora quisquam dolore magnam eius."", ""Est tempora eius aliquam adipisci non etincidunt consectetur consectetur dolorem magnam eius neque quaerat quiquia quiquia quisquam adipisci."", ""Ipsum eius est est quiquia magnam consectetur consectetur sed consectetur modi non velit etincidunt labore adipisci."", ""Tempora voluptatem magnam tempora porro voluptatem quisquam quisquam ipsum velit non aliquam velit est amet est magnam sit neque consectetur."", ""Quaerat non sit non etincidunt quiquia velit dolore consectetur non amet velit dolorem eius neque neque ut."", ""Amet etincidunt dolorem porro non voluptatem magnam quaerat aliquam ut tempora voluptatem dolore non consectetur non adipisci aliquam amet sed dolore numquam dolor dolor adipisci quisquam non sed."", ""Ipsum eius dolorem magnam consectetur numquam velit non non labore consectetur consectetur quiquia porro aliquam porro ut dolor quaerat tempora."", ""Ipsum velit modi adipisci non est dolor quisquam consectetur consectetur quisquam modi voluptatem quiquia magnam ut est porro quisquam porro etincidunt quaerat non labore consectetur.""]"
oculist,"[""Dolor"", ""quaerat"", ""sed"", ""non"", ""tempora"", ""dolor"", ""magnam"", ""est"", ""dolorem"", ""quisquam"", ""consectetur"", ""numquam"", ""quiquia"", ""amet"", ""neque"", ""voluptatem"", ""velit"", ""numquam"", ""velit"", ""quisquam"", ""ipsum"", ""dolore"", ""eius"", ""non"", ""adipisci"", ""consectetur"", ""non""]","[""Porro dolore amet porro non est quaerat ipsum consectetur etincidunt dolore tempora sit amet ipsum modi sit dolorem voluptatem ipsum aliquam adipisci amet quiquia quaerat est quaerat."", ""Quisquam velit voluptatem quaerat quiquia ut dolor sed sit consectetur eius voluptatem modi sed dolorem adipisci labore magnam."", ""Aliquam ipsum magnam modi modi velit labore sed labore quisquam tempora magnam aliquam sit non quisquam sit labore neque est ut etincidunt ut."", ""Quaerat sit tempora modi amet modi ut tempora tempora velit."", ""Voluptatem aliquam tempora velit velit dolorem tempora porro est aliquam magnam porro sed quaerat dolore labore."", ""Non dolorem neque ipsum aliquam dolore quiquia consectetur dolorem ut labore amet numquam dolor modi ipsum neque quaerat sit consectetur numquam dolore."", ""Eius numquam ipsum dolorem ut sed aliquam quiquia tempora amet tempora modi velit numquam numquam est sit numquam."", ""Porro ut ut ipsum magnam dolorem velit non modi eius velit quaerat porro amet adipisci voluptatem non sit consectetur etincidunt aliquam eius."", ""Quisquam dolore adipisci etincidunt dolor dolore modi amet tempora voluptatem dolore est dolorem porro consectetur porro porro sed eius non dolore consectetur neque non dolorem adipisci modi neque neque."", ""Ut amet consectetur neque dolorem eius aliquam ipsum sed voluptatem dolor adipisci consectetur dolore ipsum adipisci magnam non sit dolore ut etincidunt dolor neque quiquia modi.""]"
alight,"[""Quaerat"", ""adipisci"", ""tempora"", ""amet"", ""est"", ""magnam"", ""porro"", ""dolore"", ""aliquam"", ""labore"", ""modi"", ""quisquam"", ""dolore"", ""velit"", ""dolore"", ""est"", ""velit"", ""quaerat"", ""numquam"", ""numquam"", ""sit"", ""modi"", ""non"", ""ipsum"", ""dolorem"", ""sit"", ""eius""]","[""Sed quiquia velit quiquia etincidunt est sed est dolor quisquam modi dolor neque tempora ipsum quaerat."", ""Modi etincidunt sed dolore porro etincidunt eius est etincidunt aliquam quaerat sed aliquam ipsum numquam amet quaerat.""]"
practise,"[""Modi"", ""porro"", ""adipisci"", ""quisquam"", ""etincidunt"", ""etincidunt"", ""est"", ""dolorem"", ""dolor"", ""quiquia"", ""amet"", ""amet"", ""est"", ""sit"", ""modi"", ""labore"", ""dolorem"", ""magnam""]","[""Neque quaerat modi sit amet dolor modi etincidunt amet labore est numquam numquam ut voluptatem."", ""Voluptatem velit non adipisci amet eius dolorem tempora amet quiquia amet quaerat ipsum quisquam ut velit consectetur amet dolorem etincidunt quiquia dolore magnam labore est."", ""Quaerat dolorem dolorem sed sed quisquam amet ut amet dolor sed ut."", ""Est est sed eius adipisci magnam dolore non eius est quaerat amet aliquam est.""]"
owe,"[""Quiquia"", ""magnam"", ""magnam"", ""labore"", ""neque"", ""aliquam"", ""velit"", ""amet"", ""sed"", ""porro"", ""velit"", ""porro"", ""non"", ""sit"", ""porro"", ""amet"", ""dolor"", ""neque"", ""labore"", ""voluptatem"", ""velit"", ""etincidunt"", ""quaerat"", ""non"", ""est"", ""sit"", ""amet"", ""etincidunt"", ""consectetur"", ""dolorem"", ""est"", ""voluptatem"", ""amet"", ""quaerat"", ""adipisci"", ""est""]","[""Magnam labore ipsum non ipsum velit velit eius adipisci voluptatem porro neque est magnam dolore etincidunt adipisci magnam eius amet labore modi eius voluptatem dolor dolorem porro quaerat consectetur dolorem.""]"
gay,"[""Ut"", ""adipisci"", ""dolore"", ""aliquam"", ""amet"", ""modi"", ""amet"", ""voluptatem"", ""consectetur"", ""quiquia"", ""adipisci"", ""dolorem"", ""adipisci"", ""magnam"", ""dolor"", ""ipsum"", ""quaerat"", ""tempora"", ""labore"", ""dolore"", ""quaerat"", ""adipisci"", ""labore"", ""voluptatem"", ""non""]","[""Amet numquam ipsum est modi neque voluptatem dolor quaerat dolore velit velit tempora amet."", ""Voluptatem quaerat labore neque sit modi quaerat amet sed sit magnam quisquam porro amet sed magnam sed sed eius."", ""Dolore tempora neque velit dolore quisquam sit quisquam magnam voluptatem dolore etincidunt porro porro consectetur neque tempora voluptatem dolorem quiquia."", ""Ut sed dolor dolorem dolorem tempora labore dolorem amet modi porro amet quiquia."", ""Quiquia velit ipsum quiquia quisquam magnam ut tempora porro voluptatem aliquam numquam."", ""Tempora dolorem modi porro neque quiquia voluptatem non non magnam quaerat."", ""Velit voluptatem numquam dolore quisquam amet tempora non ipsum amet magnam quisquam aliquam non ipsum dolore sed dolor dolor aliquam magnam."", ""Non tempora adipisci dolor non dolor dolorem neque aliquam neque porro adipisci modi quaerat velit tempora etincidunt numquam consectetur dolorem.""]"
friday,"[""Amet"", ""numquam"", ""neque"", ""dolore"", ""eius"", ""amet"", ""tempora"", ""ut"", ""eius"", ""aliquam"", ""labore"", ""adipisci"", ""quisquam"", ""etincidunt"", ""aliquam"", ""adipisci"", ""labore"", ""dolorem"", ""quisquam"", ""numquam"", ""non"", ""quaerat"", ""adipisci"", ""aliquam"", ""ipsum"", ""non"", ""dolore"", ""est"", ""modi"", ""dolor"", ""sit"", ""eius""]","[""Sed labore amet non dolor dolore eius sed non eius labore amet."", ""Dolore quaerat dolor non amet non porro tempora numquam dolore etincidunt amet modi numquam tempora neque etincidunt modi quiquia consectetur sed magnam voluptatem adipisci adipisci velit neque dolore dolor."", ""Eius quaerat labore neque dolorem ut quisquam eius aliquam eius quaerat eius ut neque neque eius porro neque adipisci quaerat porro ipsum velit dolorem sit."", ""Amet etincidunt tempora dolorem velit aliquam sed quisquam ut sed quaerat est dolor labore magnam est."", ""Ipsum etincidunt modi dolorem dolore porro quisquam porro dolor voluptatem magnam labore tempora modi."", ""Modi neque etincidunt sit modi dolor porro magnam tempora voluptatem numquam velit porro etincidunt."", ""Quiquia modi magnam sit sed dolor tempora est est dolor dolore labore voluptatem sed velit magnam est consectetur quaerat magnam quisquam ut consectetur eius ut ut sit.""]"
wink,"[""Magnam"", ""voluptatem"", ""magnam"", ""consectetur"", ""ut"", ""quaerat"", ""dolore"", ""neque"", ""sed"", ""ut"", ""modi"", ""non"", ""ut"", ""dolore"", ""quiquia"", ""tempora"", ""consectetur"", ""modi"", ""consectetur"", ""aliquam"", ""dolorem"", ""dolor"", ""non"", ""consectetur"", ""sit"", ""quisquam"", ""dolorem"", ""dolore"", ""est"", ""ut"", ""modi"", ""numquam"", ""ut"", ""magnam""]","[""Magnam est neque neque dolore ut etincidunt numquam non neque consectetur aliquam non numquam sit etincidunt quaerat modi numquam voluptatem tempora ut."", ""Sit modi dolor est dolor est dolore velit quisquam aliquam non quaerat quiquia."", ""Porro tempora est aliquam velit dolorem sed etincidunt dolore velit non sed amet magnam adipisci neque voluptatem labore consectetur dolor est voluptatem sit sit voluptatem voluptatem quiquia porro adipisci aliquam."", ""Eius quiquia voluptatem aliquam porro ipsum tempora sed labore ipsum voluptatem labore quiquia quaerat amet."", ""Velit tempora non modi non dolore labore velit ipsum quiquia velit ut eius quaerat dolor porro dolore sed."", ""Quaerat labore ipsum ipsum dolore amet ut velit magnam velit numquam etincidunt."", ""Amet non porro modi adipisci velit amet dolor numquam labore ipsum dolorem quiquia velit labore consectetur."", ""Sed tempora magnam etincidunt labore adipisci amet quisquam dolor eius numquam est sit ut modi quiquia est quaerat quaerat ut dolor labore neque aliquam neque neque."", ""Quaerat est non consectetur ut dolor quisquam modi quisquam magnam quisquam sit ut ut etincidunt consectetur etincidunt dolorem velit amet."", ""Ut porro quiquia adipisci etincidunt non labore adipisci est adipisci neque eius sit consectetur dolore tempora sed aliquam velit numquam ipsum."", ""Labore labore consectetur tempora dolorem amet numquam dolorem labore sed etincidunt voluptatem velit consectetur ipsum.""]"
embarrassed,"[""Dolorem"", ""ipsum"", ""quaerat"", ""magnam"", ""modi"", ""dolore"", ""consectetur"", ""modi"", ""adipisci"", ""aliquam"", ""quisquam"", ""ut"", ""modi"", ""quiquia"", ""adipisci"", ""neque"", ""adipisci"", ""quaerat"", ""porro"", ""consectetur"", ""non"", ""etincidunt"", ""etincidunt"", ""porro"", ""dolore"", ""quisquam"", ""quaerat"", ""tempora"", ""dolore""]","[""Est ipsum quaerat consectetur sit ut quiquia dolorem amet dolore dolore porro quaerat etincidunt labore dolorem adipisci modi."", ""Consectetur amet est quaerat tempora voluptatem etincidunt quisquam porro ipsum numquam aliquam aliquam neque tempora sed sit porro voluptatem sed quaerat adipisci etincidunt consectetur."", ""Dolorem dolorem labore sit amet sed neque magnam velit ut voluptatem sed porro neque quiquia dolore."", ""Amet consectetur tempora etincidunt dolorem quaerat dolore aliquam dolorem ipsum non quisquam ut."", ""Est tempora ipsum magnam porro eius quisquam numquam dolore amet amet consectetur est velit aliquam est numquam tempora voluptatem etincidunt dolore."", ""Neque dolor consectetur ipsum velit velit voluptatem sit quaerat labore etincidunt quiquia dolor non sed quaerat modi non quisquam dolorem numquam labore porro consectetur aliquam non amet."", ""Sit quiquia quiquia porro aliquam aliquam ut modi sed quaerat sed eius voluptatem porro.""]"
existence,"[""Quiquia"", ""eius"", ""adipisci"", ""quaerat"", ""labore"", ""adipisci"", ""quaerat"", ""amet"", ""est"", ""neque"", ""voluptatem"", ""eius"", ""magnam"", ""porro""]","[""Modi dolorem tempora dolore dolore etincidunt dolore sit amet magnam magnam dolor labore labore dolor modi voluptatem."", ""Voluptatem numquam dolore modi adipisci ipsum velit velit modi etincidunt aliquam porro consectetur etincidunt amet aliquam est ut modi aliquam labore est non amet quisquam velit aliquam."", ""Aliquam amet quaerat modi ut est dolor quaerat modi sit adipisci ipsum numquam etincidunt adipisci etincidunt eius."", ""Aliquam voluptatem numquam velit magnam quisquam dolore dolore quaerat adipisci porro velit dolore.""]"
coldly,"[""Quaerat"", ""porro"", ""quisquam"", ""sit"", ""adipisci"", ""consectetur"", ""adipisci"", ""aliquam"", ""voluptatem"", ""ut"", ""magnam"", ""dolor"", ""numquam"", ""neque"", ""sed"", ""labore"", ""aliquam"", ""porro"", ""porro"", ""ut"", ""consectetur"", ""quisquam"", ""ipsum"", ""amet"", ""etincidunt"", ""neque"", ""labore"", ""adipisci"", ""labore"", ""etincidunt"", ""modi"", ""tempora"", ""est"", ""dolorem"", ""etincidunt""]","[""Porro voluptatem modi dolor sed adipisci numquam dolore sit modi etincidunt voluptatem consectetur modi sed."", ""Quisquam velit sit quaerat quaerat dolor porro magnam dolor modi labore magnam quaerat neque voluptatem velit magnam dolore non quaerat magnam dolor voluptatem quisquam sed etincidunt numquam dolor."", ""Sed magnam quisquam consectetur velit aliquam consectetur ipsum ut non tempora modi dolorem modi dolore est adipisci.""]"
orchestra,"[""Neque"", ""porro"", ""quiquia"", ""dolore"", ""voluptatem"", ""ipsum"", ""numquam"", ""adipisci"", ""quiquia"", ""labore""]","[""Neque quaerat quiquia velit quisquam dolorem etincidunt dolorem labore sed aliquam quaerat tempora non voluptatem sed quaerat labore eius magnam."", ""Amet dolore modi labore adipisci quaerat modi sit amet neque neque ipsum numquam."", ""Quiquia eius quaerat modi etincidunt magnam magnam non modi voluptatem modi numquam quaerat magnam dolore non sit tempora dolor velit non est consectetur est modi consectetur."", ""Ipsum est dolore consectetur ipsum quaerat consectetur porro voluptatem porro est non velit etincidunt amet porro modi magnam sed quaerat ipsum adipisci neque."", ""Sed magnam sed dolor ut aliquam non numquam dolor magnam quiquia labore sit dolor dolore."", ""Dolor numquam voluptatem consectetur sit sed labore etincidunt amet eius amet neque aliquam tempora porro consectetur voluptatem sed velit velit non voluptatem labore porro."", ""Magnam sit sit dolorem sed quiquia non numquam sed velit dolorem dolorem numquam aliquam neque velit sed modi ut porro modi."", ""Non consectetur ut modi quisquam sit dolorem porro tempora eius consectetur voluptatem.""]"
await,"[""Magnam"", ""quisquam"", ""consectetur"", ""voluptatem"", ""modi"", ""quisquam"", ""neque"", ""neque"", ""quisquam"", ""sit"", ""magnam""]","[""Quiquia porro ipsum quiquia magnam numquam quiquia est est quiquia aliquam sed."", ""Ipsum eius modi voluptatem quisquam dolor sed dolorem eius non porro ut etincidunt consectetur neque quaerat adipisci sit quaerat voluptatem."", ""Ut modi ipsum numquam quaerat modi neque aliquam quisquam adipisci dolorem dolor porro labore."", ""Numquam sed adipisci adipisci numquam velit neque numquam labore ipsum eius ipsum etincidunt ipsum."", ""Adipisci quaerat eius adipisci numquam magnam eius quaerat neque dolorem sed non ut numquam adipisci quisquam est sed est aliquam etincidunt modi."", ""Est sit ipsum porro porro est neque numquam porro porro quiquia sed tempora quisquam sed sit porro magnam dolor sed consectetur modi est numquam tempora."", ""Etincidunt adipisci dolore neque quisquam labore adipisci ipsum dolore voluptatem amet neque aliquam etincidunt ipsum quisquam modi voluptatem non quaerat."", ""Modi quisquam amet dolor dolorem amet sed eius quiquia numquam consectetur non."", ""Adipisci quaerat non quisquam quiquia tempora numquam ipsum sit est quaerat etincidunt sit sed sit labore etincidunt etincidunt adipisci magnam magnam ipsum."", ""Etincidunt modi sed neque numquam aliquam amet consectetur labore sit ipsum dolore non magnam porro etincidunt sed est voluptatem sed velit quisquam aliquam quiquia sit voluptatem modi consectetur quisquam."", ""Magnam amet ut ut magnam ipsum voluptatem adipisci sed amet est labore neque modi porro voluptatem quisquam dolor est numquam."", ""Quaerat dolore velit tempora quiquia etincidunt quisquam neque labore non ut amet ipsum eius quaerat non dolore labore velit non numquam tempora voluptatem quiquia sit sed eius dolorem eius quaerat.""]"
west,"[""Eius"", ""est"", ""adipisci"", ""magnam"", ""adipisci"", ""porro"", ""ipsum"", ""ut"", ""est"", ""velit"", ""velit"", ""porro"", ""ut"", ""adipisci"", ""porro"", ""sed"", ""numquam"", ""eius"", ""non"", ""adipisci"", ""aliquam"", ""neque"", ""adipisci"", ""etincidunt"", ""eius"", ""labore"", ""labore"", ""amet"", ""porro"", ""tempora"", ""non"", ""velit"", ""modi"", ""magnam""]","[""Ipsum magnam quisquam non tempora neque etincidunt magnam ipsum magnam ipsum adipisci amet ipsum ut quisquam aliquam modi."", ""Porro numquam tempora eius tempora quiquia sit est etincidunt numquam porro non."", ""Est non porro porro dolore ut adipisci non labore ipsum ut voluptatem ut ipsum voluptatem voluptatem amet."", ""Tempora non est eius sed sit ipsum modi etincidunt amet quiquia modi eius voluptatem sit consectetur quiquia.""]"
outstay,"[""Aliquam"", ""quiquia"", ""adipisci"", ""eius"", ""quisquam"", ""non"", ""adipisci"", ""sed"", ""ut"", ""ut"", ""aliquam"", ""adipisci"", ""ipsum"", ""dolore"", ""sed"", ""etincidunt""]","[""Adipisci eius adipisci modi labore adipisci est tempora voluptatem quaerat ut."", ""Quiquia consectetur porro voluptatem adipisci dolor quisquam sed velit quiquia labore quaerat est neque ut est ut labore consectetur est consectetur."", ""Etincidunt dolore dolore dolore est neque dolore quiquia non dolore aliquam sed labore quiquia dolore voluptatem magnam dolor sit magnam."", ""Consectetur modi amet velit quaerat consectetur aliquam ut quiquia velit sed est velit tempora sit sed sed est consectetur voluptatem adipisci dolor labore."", ""Voluptatem non ut labore ut etincidunt magnam labore non adipisci modi voluptatem eius porro tempora tempora dolore ipsum quiquia modi est ipsum consectetur voluptatem ipsum aliquam dolor."", ""Est consectetur aliquam dolorem tempora quaerat est numquam est quiquia quiquia voluptatem quiquia eius modi amet dolor etincidunt labore."", ""Non labore numquam amet aliquam tempora voluptatem quisquam voluptatem quiquia consectetur magnam sit etincidunt ut aliquam dolor dolor amet."", ""Dolorem est modi ipsum modi labore velit aliquam amet ut adipisci velit sit adipisci velit tempora porro sed quisquam.""]"
readiness,"[""Etincidunt"", ""ipsum"", ""non"", ""ut"", ""dolor"", ""velit"", ""dolor"", ""magnam"", ""magnam"", ""quaerat"", ""est"", ""dolorem"", ""non"", ""labore"", ""non"", ""quiquia"", ""quaerat"", ""aliquam"", ""neque"", ""magnam"", ""ipsum"", ""voluptatem"", ""consectetur"", ""tempora"", ""porro"", ""sit"", ""sit"", ""neque"", ""magnam"", ""labore"", ""quisquam"", ""quisquam""]","[""Aliquam amet modi dolor modi labore sed amet sed aliquam sit labore dolore."", ""Eius labore ipsum sed porro eius amet neque est adipisci sed eius quisquam neque est neque."", ""Quisquam sed dolorem sed est tempora eius magnam neque modi adipisci sed ipsum porro amet quisquam ipsum dolore porro velit quiquia ipsum ipsum ut aliquam."", ""Quisquam consectetur quisquam etincidunt modi sed sit velit ipsum etincidunt dolorem non dolore."", ""Modi modi dolore quaerat neque velit modi amet eius consectetur sit consectetur labore consectetur consectetur magnam sit numquam dolore voluptatem quaerat amet aliquam dolore adipisci amet amet.""]"
mystery,"[""Numquam"", ""eius"", ""ut"", ""consectetur"", ""quisquam"", ""voluptatem"", ""dolorem"", ""magnam"", ""dolorem"", ""voluptatem"", ""quaerat"", ""numquam"", ""quisquam"", ""non"", ""dolore"", ""modi"", ""est"", ""neque"", ""modi"", ""sit"", ""consectetur"", ""adipisci"", ""neque"", ""modi"", ""sed"", ""consectetur"", ""est"", ""amet"", ""ut"", ""est""]","[""Adipisci ut numquam tempora ut labore velit neque velit ut labore sed."", ""Est aliquam quaerat magnam dolore tempora magnam adipisci non porro quisquam neque voluptatem dolorem quisquam adipisci sit est tempora tempora quiquia modi dolorem magnam voluptatem voluptatem."", ""Sed numquam voluptatem numquam labore est voluptatem velit sed tempora tempora dolorem consectetur eius adipisci aliquam etincidunt aliquam non dolorem ut dolor dolore dolor."", ""Velit quisquam numquam dolor velit sit labore ut numquam voluptatem consectetur dolore amet sed velit quaerat est.""]"
