word,cos_dist,count,root_word,instances,status
hurt,0.45425,0.227272727272727,happy,2,N
despair,0.45417,0.818181818181818,joyous,2,N
honour,0.45413,0.409090909090909,delighted,2,N
stupid,0.45411,0.0909090909090909,happy,2,N
sober,0.4541,0.727272727272727,happy,3,N
naturally,0.45399,0.636363636363636,happy,3,N
lose,0.45392,0.136363636363636,happy,11,N
wise,0.45391,0.363636363636364,happy,2,N
bunch,0.45387,0.136363636363636,happy,2,N
dinner,0.45369,0.181818181818182,happy,13,N
man,0.45365,0.181818181818182,happy,157,N
interesting,0.45361,0.272727272727273,happy,5,N
fiercely,0.4534,0.772727272727273,enthusiastic,1,N
complacent,0.45321,0.863636363636364,elated,1,V
utter,0.45315,0.863636363636364,blissful,2,N
witty,0.45294,0.727272727272727,enthusiastic,1,N
utterly,0.45272,1.0,ecstatic,4,N
safe,0.45268,0.136363636363636,happy,4,N
unbelievable,0.45253,0.772727272727273,ecstatic,1,N
shrill,0.45249,0.727272727272727,exultant,3,N
harrowing,0.45236,0.818181818181818,joyous,1,N
job,0.45219,0.136363636363636,happy,1,N
hospitable,0.45211,0.863636363636364,enthusiastic,1,N
irresistibly,0.4521,0.818181818181818,enraptured,1,N
consciousness,0.45194,0.636363636363636,blissful,2,N
vivid,0.45192,0.772727272727273,joyful,4,N
excuse,0.45181,0.181818181818182,happy,7,N
care,0.45178,0.136363636363636,happy,18,N
remarkable,0.4515,0.772727272727273,delighted,1,N
savour,0.45146,0.818181818181818,blissful,1,N
follow,0.45126,0.181818181818182,happy,24,N
decent,0.45119,0.136363636363636,happy,1,N
procession,0.45102,0.5,joyous,2,X
deeply,0.45088,0.909090909090909,ecstatic,2,N
croon,0.45082,0.727272727272727,rhapsodic,1,N
impression,0.45082,0.681818181818182,happy,8,N
babbled,0.45079,0.5,ravished,1,N
heaven,0.45075,0.727272727272727,joyful,1,N
loud,0.45074,0.772727272727273,joyful,6,N
rhythmic,0.45071,0.636363636363636,joyous,1,N
unutterable,0.45071,0.681818181818182,enraptured,3,N
desperately,0.45061,0.727272727272727,thrilled,2,N
move,0.45028,0.181818181818182,happy,46,N
grief,0.45027,0.772727272727273,joyful,3,N
fresher,0.45023,0.0454545454545454,happy,1,B
vividly,0.45021,0.954545454545455,joyous,1,N
awfully,0.45011,0.909090909090909,happy,1,N
isle,0.45003,0.0909090909090909,enchanted,1,N
evoke,0.4499,0.727272727272727,joyous,1,N
guiltily,0.44967,0.681818181818182,overjoyed,1,N
assume,0.44967,0.272727272727273,happy,4,N
imagination,0.4494,0.818181818181818,enchanted,2,N
nowadays,0.44938,0.272727272727273,happy,2,N
engaged,0.44911,0.318181818181818,enthusiastic,3,N
learn,0.44884,0.272727272727273,happy,3,N
hilarity,0.44868,0.636363636363636,joyous,2,N
creative,0.44852,0.409090909090909,enthusiastic,2,N
unexpected,0.44851,0.772727272727273,joyous,3,N
insolent,0.44845,0.590909090909091,exultant,1,N
charm,0.44823,0.318181818181818,enchanted,1,N
comfortable,0.44813,0.272727272727273,happy,1,N
year,0.44811,0.181818181818182,happy,60,N
haughty,0.44811,0.681818181818182,exultant,2,I
gorgeous,0.44802,0.5,thrilled,5,N
despairingly,0.44784,0.545454545454545,exultant,1,N
cheerfully,0.44781,0.954545454545455,overjoyed,1,N
week,0.44756,0.136363636363636,happy,23,N
barge,0.44755,0.0454545454545454,transported,1,N
conscious,0.44744,0.727272727272727,happy,1,N
ship,0.4474,0.0454545454545454,transported,1,N
contemptuous,0.44736,0.636363636363636,exultant,3,N
speak,0.44736,0.363636363636364,happy,29,N
chorus,0.44727,0.636363636363636,joyous,2,N
overwhelming,0.44714,0.818181818181818,enthusiastic,2,N
excitingly,0.44706,0.909090909090909,exultant,1,N
flurry,0.44679,0.772727272727273,jubilant,1,N
bosom,0.44671,0.727272727272727,ravished,1,N
demoniac,0.44641,0.590909090909091,exultant,1,N
frightening,0.44638,0.954545454545455,joyous,2,N
startling,0.44636,0.863636363636364,joyous,1,N
likely,0.44622,0.227272727272727,happy,4,N
complain,0.44595,0.272727272727273,happy,4,N
grieve,0.44593,0.590909090909091,overjoyed,1,N
oddly,0.44565,0.954545454545455,ecstatic,2,N
disappointment,0.4456,0.772727272727273,overjoyed,2,N
ghostly,0.44548,0.727272727272727,enchanted,6,N
labyrinth,0.44539,0.227272727272727,enchanted,1,N
splendour,0.4451,0.818181818181818,blissful,2,N
success,0.44493,0.454545454545455,thrilled,1,N
close,0.44491,0.181818181818182,happy,27,N
curiosity,0.44483,0.818181818181818,enthusiastic,5,N
vicinity,0.44464,0.0454545454545454,transported,3,N
strange,0.44458,0.863636363636364,happy,8,N
hurried,0.4444,0.954545454545455,overjoyed,1,S
tipsy,0.4442,0.818181818181818,delirious,1,N
obliged,0.44418,0.636363636363636,delighted,2,N
shiver,0.44411,0.727272727272727,delirious,4,N
yesterday,0.44399,0.318181818181818,thrilled,1,N
intense,0.44391,0.590909090909091,orgasmic,3,N
aggressive,0.4439,0.0909090909090909,enthusiastic,1,N
truculent,0.44388,0.454545454545455,exultant,1,N
please,0.44354,0.136363636363636,happy,11,N
pity,0.44352,0.909090909090909,happy,1,N
evening,0.4434,0.636363636363636,happy,20,N
fascination,0.44337,0.954545454545455,ecstatic,1,N
curiously,0.44308,0.954545454545455,enraptured,1,N
consoling,0.44265,0.772727272727273,overjoyed,1,X
irresistible,0.44247,0.909090909090909,blissful,3,N
spectacle,0.44211,0.863636363636364,joyous,2,N
tragic,0.44197,0.727272727272727,joyous,4,N
wake,0.44177,0.545454545454545,happy,6,N
harrowed,0.44171,0.318181818181818,ravished,1,N
resent,0.44133,0.454545454545455,overjoyed,1,N
immediately,0.44129,0.409090909090909,transported,16,N
warmth,0.44113,0.590909090909091,blissful,2,N
send,0.44107,0.136363636363636,happy,20,N
anticlimax,0.44102,0.636363636363636,exultant,1,X
entertain,0.44082,0.681818181818182,delighted,2,N
palace,0.44075,0.136363636363636,enchanted,4,N
supercilious,0.44054,0.409090909090909,exultant,2,V
tremble,0.44044,0.772727272727273,exultant,11,N
suddenly,0.44041,0.863636363636364,ecstatic,40,N
sudden,0.43988,0.772727272727273,ecstatic,5,N
summer,0.43985,0.318181818181818,happy,19,N
jovially,0.43953,0.545454545454545,exultant,1,N
bright,0.43921,0.590909090909091,happy,17,N
startlingly,0.43863,0.818181818181818,rapturous,2,N
quick,0.43802,0.181818181818182,happy,4,N
worldly,0.43791,0.863636363636364,joyful,1,N
revelation,0.43787,0.818181818181818,ecstatic,2,N
overwhelmingly,0.43763,0.590909090909091,enthusiastic,1,N
admiringly,0.43737,0.590909090909091,enraptured,1,N
groan,0.43734,0.772727272727273,orgasmic,7,N
joke,0.43728,0.136363636363636,happy,1,N
gleam,0.43721,0.772727272727273,exultant,7,N
sedative,0.43703,0.0454545454545454,euphoric,1,N
reproachfully,0.43678,0.272727272727273,ravished,1,N
wildly,0.43672,0.863636363636364,delirious,2,N
convince,0.43657,0.363636363636364,happy,4,N
jaunty,0.43642,0.545454545454545,joyous,2,N
saddening,0.43608,0.727272727272727,joyous,1,N
spite,0.436,0.727272727272727,happy,1,N
yea,0.4356,0.0454545454545454,happy,1,N
directly,0.43542,0.0454545454545454,transported,2,N
extraordinary,0.43538,0.772727272727273,joyous,4,N
scorn,0.43537,0.681818181818182,rapturous,4,N
careful,0.43537,0.227272727272727,happy,3,N
indifferent,0.43508,0.954545454545455,enraptured,2,N
triumph,0.43506,0.727272727272727,joyous,2,N
sunny,0.43495,0.409090909090909,happy,1,N
unintelligible,0.4348,0.5,delirious,1,N
shout,0.43448,0.681818181818182,happy,6,N
discordant,0.43445,0.681818181818182,exultant,1,N
particularly,0.43444,0.363636363636364,enthusiastic,1,N
sunday,0.43439,0.136363636363636,happy,4,N
possible,0.43424,0.181818181818182,happy,2,N
sleep,0.43403,0.227272727272727,happy,10,N
gloomy,0.43386,0.818181818181818,joyous,1,N
apologize,0.43343,0.318181818181818,happy,1,N
bet,0.43334,0.181818181818182,happy,2,N
turn,0.4333,0.227272727272727,happy,85,N
completely,0.4332,0.409090909090909,happy,4,N
graceless,0.43302,0.545454545454545,exultant,1,N
trip,0.43234,0.363636363636364,happy,2,N
bizarre,0.43205,0.545454545454545,delirious,3,N
inconceivable,0.43203,0.772727272727273,ecstatic,1,N
silence,0.43172,0.772727272727273,blissful,10,N
late,0.43163,0.181818181818182,happy,15,N
pomp,0.4315,0.727272727272727,joyous,1,N
special,0.43142,0.136363636363636,happy,2,N
groaning,0.43141,0.727272727272727,orgasmic,1,N
restlessness,0.43126,0.590909090909091,euphoric,1,N
prince,0.43112,0.136363636363636,enchanted,1,N
afford,0.43108,0.136363636363636,happy,1,N
wife,0.43106,0.227272727272727,happy,27,N
live,0.4306,0.0909090909090909,happy,30,N
awful,0.43032,0.590909090909091,happy,4,N
stand,0.43015,0.136363636363636,happy,54,N
momentary,0.43007,0.636363636363636,blissful,2,N
experience,0.43007,0.454545454545455,enthusiastic,2,N
deathless,0.42999,0.681818181818182,enraptured,1,N
blame,0.42991,0.181818181818182,happy,1,N
compliment,0.4299,0.409090909090909,thrilled,2,N
asleep,0.42978,0.636363636363636,happy,11,N
passenger,0.42975,0.0454545454545454,transported,1,N
hazy,0.42975,0.636363636363636,blissful,1,N
greeting,0.42974,0.454545454545455,joyful,1,N
puppyish,0.42967,0.545454545454545,enraptured,1,N
sullen,0.42965,0.772727272727273,enraptured,1,N
mess,0.42914,0.181818181818182,happy,1,N
grudging,0.42899,0.590909090909091,rapturous,1,N
presumably,0.42889,0.409090909090909,transported,1,N
father,0.4288,0.454545454545455,happy,10,N
mistake,0.42873,0.227272727272727,happy,6,N
monday,0.42856,0.0454545454545454,happy,1,N
considerable,0.42844,0.272727272727273,enthusiastic,1,N
await,0.42829,0.772727272727273,delighted,1,N
post,0.42813,0.0454545454545454,happy,1,N
exhilarate,0.42812,0.454545454545455,exultant,1,N
singing,0.42796,0.681818181818182,joyful,2,N
dancing,0.42795,0.681818181818182,happy,2,N
hesitate,0.42792,0.272727272727273,happy,9,N
roar,0.42789,0.772727272727273,exultant,4,N
choose,0.42782,0.136363636363636,happy,2,N
throb,0.42757,0.727272727272727,orgasmic,1,N
impatiently,0.42752,0.727272727272727,overjoyed,7,N
continual,0.42746,0.545454545454545,joyful,1,N
redolent,0.42737,0.681818181818182,rapturous,2,N
languidly,0.42708,0.5,enraptured,1,N
odd,0.42705,0.545454545454545,happy,1,N
living,0.42687,0.272727272727273,happy,6,N
smart,0.42672,0.181818181818182,happy,1,N
extravagantly,0.42659,0.818181818181818,rhapsodic,1,N
jewel,0.42653,0.0454545454545454,enchanted,2,N
spasm,0.42632,0.227272727272727,orgasmic,2,N
incurably,0.426,0.545454545454545,delirious,1,N
twilight,0.42581,0.181818181818182,enchanted,9,N
attend,0.42568,0.227272727272727,thrilled,1,N
corpulent,0.42545,0.5,beatific,1,N
write,0.42535,0.181818181818182,happy,6,N
fine,0.42526,0.136363636363636,happy,12,N
grow,0.42509,0.227272727272727,happy,15,N
endure,0.42509,0.681818181818182,happy,3,N
loneliness,0.42501,0.727272727272727,blissful,3,N
desolate,0.42489,0.772727272727273,ravished,4,N
amaze,0.42436,0.909090909090909,thrilled,1,N
meditatively,0.42365,0.318181818181818,enraptured,1,N
accomplishment,0.42352,0.727272727272727,enthusiastic,1,N
unrestrained,0.42345,0.772727272727273,exultant,1,N
daughter,0.4233,0.363636363636364,happy,2,N
neat,0.42322,0.318181818181818,happy,1,N
boredom,0.4232,0.363636363636364,blissful,1,N
reassure,0.42309,0.681818181818182,overjoyed,3,N
times,0.42277,0.136363636363636,happy,1,N
perceive,0.42276,0.863636363636364,happy,3,N
unhappily,0.42268,0.727272727272727,enraptured,2,N
forest,0.42244,0.0909090909090909,enchanted,2,N
blinding,0.42233,0.681818181818182,delirious,1,N
cordial,0.42215,0.681818181818182,enthusiastic,3,N
obliging,0.42204,0.636363636363636,enthusiastic,1,N
graceful,0.42184,0.681818181818182,joyful,2,N
answer,0.42164,0.181818181818182,happy,28,N
ashen,0.42124,0.590909090909091,beatific,2,N
selfish,0.42119,0.545454545454545,happy,1,N
distinguished,0.42117,0.136363636363636,enthusiastic,1,N
wedding,0.42116,0.318181818181818,happy,5,N
pride,0.42112,0.545454545454545,happy,4,N
astonishing,0.42093,0.863636363636364,rapturous,1,N
ragged,0.4208,0.772727272727273,delirious,3,N
tough,0.4208,0.136363636363636,happy,2,N
incessant,0.42066,0.727272727272727,delirious,3,N
settle,0.42058,0.181818181818182,happy,2,N
money,0.42046,0.0454545454545454,happy,23,N
abstractedly,0.42046,0.318181818181818,enraptured,1,N
gentleman,0.4203,0.545454545454545,enthusiastic,5,N
fast,0.42006,0.181818181818182,happy,5,N
dangerously,0.41992,0.454545454545455,delirious,1,N
party,0.41986,0.0909090909090909,happy,31,N
stop,0.41985,0.0909090909090909,happy,37,N
unwillingly,0.41971,0.636363636363636,ravished,2,N
house,0.41969,0.181818181818182,happy,103,N
homecoming,0.41951,0.454545454545455,joyous,1,N
bear,0.4195,0.136363636363636,happy,8,N
worth,0.41938,0.136363636363636,happy,3,N
conversation,0.41929,0.454545454545455,happy,10,N
afternoon,0.41925,0.454545454545455,happy,44,N
huh,0.41924,0.0909090909090909,happy,1,N
intend,0.41923,0.272727272727273,happy,5,N
impressive,0.41913,0.318181818181818,thrilled,2,N
infinite,0.41913,0.454545454545455,blissful,2,N
forgive,0.41908,0.454545454545455,happy,1,N
apart,0.41902,0.272727272727273,happy,4,N
bitterly,0.41884,0.636363636363636,overjoyed,1,N
sensuously,0.4188,0.5,enraptured,1,N
absorbed,0.4188,0.318181818181818,transported,1,N
accept,0.41845,0.227272727272727,happy,8,N
levity,0.41843,0.545454545454545,joyous,1,N
fondle,0.4184,0.454545454545455,ravished,1,N
terrible,0.41835,0.454545454545455,happy,9,N
subdued,0.41834,0.909090909090909,joyous,1,N
sign,0.41801,0.136363636363636,happy,8,N
fierce,0.41791,0.863636363636364,enthusiastic,1,N
consciously,0.41781,0.545454545454545,happy,2,N
ought,0.4177,0.409090909090909,happy,22,N
genially,0.41758,0.454545454545455,exultant,2,N
darkness,0.41744,0.636363636363636,blissful,9,N
shrewd,0.41735,0.5,enthusiastic,1,N
spoil,0.41704,0.636363636363636,happy,1,N
god,0.41696,0.227272727272727,happy,24,N
unfathomable,0.41689,0.772727272727273,blissful,1,N
incomparable,0.41687,0.863636363636364,blissful,1,N
retreat,0.41685,0.227272727272727,blissful,1,N
world,0.41676,0.409090909090909,happy,33,N
romp,0.41673,0.681818181818182,joyous,1,N
fool,0.41651,0.227272727272727,happy,9,N
incredulously,0.41649,0.545454545454545,enraptured,5,N
sight,0.41642,0.818181818181818,enchanted,13,N
engage,0.4164,0.136363636363636,enthusiastic,5,N
unquiet,0.41576,0.545454545454545,exultant,1,N
awkward,0.41557,0.681818181818182,happy,1,N
discover,0.41549,0.590909090909091,thrilled,5,N
asunder,0.41544,0.5,ravished,1,N
fit,0.41532,0.0454545454545454,happy,1,N
facility,0.41495,0.0454545454545454,transported,1,N
familiar,0.4148,0.590909090909091,happy,9,N
spot,0.41473,0.136363636363636,happy,7,N
beauty,0.41456,0.590909090909091,enchanted,7,N
apparition,0.41445,0.363636363636364,beatific,1,N
marry,0.41444,0.272727272727273,happy,22,L
inevitably,0.41431,0.636363636363636,happy,1,N
catch,0.41426,0.181818181818182,happy,12,N
formless,0.41419,0.590909090909091,blissful,1,N
assure,0.41374,0.454545454545455,happy,7,N
important,0.41363,0.181818181818182,happy,4,N
hold,0.41356,0.227272727272727,happy,27,N
fancy,0.41355,0.227272727272727,happy,1,N
ah,0.4133,0.0909090909090909,happy,3,N
nervously,0.41279,0.681818181818182,overjoyed,2,N
relentless,0.41279,0.681818181818182,enthusiastic,1,N
friday,0.4127,0.0454545454545454,happy,1,N
cynical,0.41263,0.818181818181818,enthusiastic,2,N
cake,0.41242,0.136363636363636,happy,4,N
impetuously,0.41237,0.5,exultant,1,N
explain,0.41233,0.181818181818182,happy,15,N
lick,0.4123,0.0909090909090909,orgasmic,1,N
salute,0.41217,0.590909090909091,joyous,1,N
walk,0.41193,0.227272727272727,happy,38,N
unlike,0.41183,0.227272727272727,happy,2,N
violently,0.41182,0.636363636363636,ravished,5,N
touch,0.41169,0.363636363636364,happy,19,N
muffled,0.41153,0.727272727272727,delirious,2,N
secretly,0.41152,0.545454545454545,overjoyed,1,N
contralto,0.4115,0.363636363636364,rhapsodic,2,N
bleak,0.41142,0.636363636363636,joyous,1,N
quietly,0.41131,0.727272727272727,thrilled,1,N
indefinable,0.41104,0.681818181818182,enraptured,1,L
recognize,0.41101,0.363636363636364,thrilled,2,N
sentimentality,0.41093,0.590909090909091,rhapsodic,1,N
poor,0.41087,0.0454545454545454,happy,9,N
pure,0.41085,0.409090909090909,blissful,1,N
uncle,0.41064,0.363636363636364,happy,2,N
bustle,0.41062,0.5,blissful,1,N
fright,0.41061,0.681818181818182,delirious,1,N
read,0.41054,0.136363636363636,happy,15,N
beginning,0.41006,0.318181818181818,happy,4,N
puppy,0.41005,0.0454545454545454,happy,1,N
cousin,0.41004,0.181818181818182,happy,7,X
relate,0.40998,0.363636363636364,happy,1,N
watch,0.40997,0.136363636363636,happy,17,N
unmistakable,0.40979,0.727272727272727,joyous,2,N
clean,0.40971,0.0909090909090909,happy,4,N
real,0.40971,0.0909090909090909,happy,11,N
grotesque,0.40966,0.681818181818182,delirious,6,N
peculiar,0.40964,0.863636363636364,joyous,3,N
ghastly,0.40955,0.772727272727273,delirious,2,N
lurch,0.40953,0.636363636363636,delirious,3,X
commotion,0.40942,0.681818181818182,jubilant,2,N
constantly,0.40936,0.454545454545455,happy,1,N
new,0.40928,0.136363636363636,happy,70,N
bewitch,0.40907,0.318181818181818,ravished,1,N
urge,0.40881,0.590909090909091,enthusiastic,8,N
turgid,0.40877,0.409090909090909,rhapsodic,1,N
normal,0.40866,0.136363636363636,happy,1,N
impossible,0.40862,0.590909090909091,happy,2,N
weep,0.40859,0.681818181818182,overjoyed,2,N
irritable,0.40857,0.590909090909091,elated,1,N
nature,0.40838,0.363636363636364,joyful,3,N
disembodied,0.40822,0.681818181818182,enraptured,1,N
hand,0.40798,0.227272727272727,happy,104,N
idiotically,0.40793,0.5,enraptured,1,N
happening,0.4079,0.409090909090909,happy,1,N
parting,0.40771,0.590909090909091,joyous,1,S
gesture,0.4077,0.681818181818182,joyous,6,N
wink,0.40751,0.545454545454545,happy,3,N
competitive,0.4074,0.136363636363636,enthusiastic,1,N
dripping,0.40732,0.5,orgasmic,1,N
horrible,0.4073,0.318181818181818,happy,2,N
dramatic,0.40719,0.636363636363636,joyous,1,N
lunch,0.40719,0.0909090909090909,happy,14,N
picture,0.40716,0.0909090909090909,happy,14,N
juxtaposition,0.40709,0.590909090909091,joyous,1,N
passersby,0.40708,0.681818181818182,enraptured,1,N
arrival,0.40701,0.363636363636364,transported,3,N
flatter,0.4069,0.0454545454545454,happy,3,N
regal,0.40669,0.5,enchanted,1,N
nightmare,0.40665,0.454545454545455,delirious,1,N
elemental,0.40659,0.136363636363636,enchanted,1,N
literally,0.40658,0.772727272727273,thrilled,2,N
sufficiency,0.40644,0.0454545454545454,beatific,1,N
radiant,0.4064,0.681818181818182,blissful,3,N
owe,0.40639,0.181818181818182,happy,2,N
unable,0.40633,0.409090909090909,happy,1,N
clever,0.4063,0.318181818181818,enthusiastic,1,N
absurd,0.40611,0.590909090909091,delirious,3,N
rudely,0.40611,0.681818181818182,ravished,1,N
benediction,0.40587,0.681818181818182,rapturous,2,X
ride,0.40571,0.181818181818182,happy,8,N
rapidly,0.40569,0.136363636363636,transported,2,N
ghost,0.40558,0.0454545454545454,enchanted,4,N
eventually,0.40553,0.318181818181818,transported,2,N
transitory,0.40548,0.5,blissful,1,N
unsteady,0.40535,0.454545454545455,delirious,1,N
acknowledge,0.40533,0.454545454545455,delighted,1,N
situation,0.40531,0.136363636363636,happy,3,N
stare,0.40514,0.727272727272727,enraptured,23,N
panic,0.40505,0.409090909090909,euphoric,4,N
swiftly,0.40502,0.681818181818182,transported,1,N
thoroughly,0.40491,0.5,thrilled,1,N
participate,0.40464,0.227272727272727,enthusiastic,1,N
defiantly,0.40446,0.818181818181818,overjoyed,2,N
instinctively,0.4043,0.954545454545455,overjoyed,2,I
call,0.40425,0.0909090909090909,happy,55,N
note,0.40413,0.0909090909090909,happy,7,N
gets,0.40408,0.136363636363636,happy,1,N
communicative,0.40406,0.590909090909091,enthusiastic,1,N
advice,0.40398,0.181818181818182,happy,2,N
face,0.40396,0.0909090909090909,happy,71,N
hilariously,0.4039,0.727272727272727,delirious,2,N
oblivion,0.40388,0.454545454545455,blissful,2,N
wisdom,0.40379,0.363636363636364,joyful,1,N
spiritless,0.40352,0.409090909090909,exultant,1,N
apathetically,0.40351,0.363636363636364,enraptured,1,N
sparkling,0.40346,0.545454545454545,enchanted,2,N
soak,0.4033,0.227272727272727,blissful,1,N
fan,0.40329,0.181818181818182,happy,2,N
existence,0.40324,0.318181818181818,blissful,1,N
doze,0.40302,0.5,blissful,1,I
clearly,0.40281,0.363636363636364,happy,1,N
stranger,0.40269,0.818181818181818,happy,5,N
hospitality,0.40265,0.227272727272727,delighted,3,N
humorously,0.40255,0.454545454545455,rhapsodic,1,N
gibberish,0.40242,0.454545454545455,delirious,1,X
vaguely,0.40238,0.954545454545455,ecstatic,4,I
vitality,0.40236,0.681818181818182,joyful,5,N
newly,0.4022,0.181818181818182,delighted,1,N
handsome,0.40216,0.409090909090909,happy,3,N
lingeringly,0.40197,0.318181818181818,ravished,1,N
drunk,0.4019,0.363636363636364,delirious,8,N
interminable,0.4018,0.681818181818182,delirious,2,N
inclined,0.40178,0.363636363636364,happy,1,N
unutterably,0.40152,0.545454545454545,enraptured,1,N
old,0.40139,0.0454545454545454,happy,87,N
plane,0.40136,0.0454545454545454,transported,1,N
chambermaid,0.40133,0.227272727272727,ravished,1,N
extemporize,0.4013,0.318181818181818,rhapsodic,1,N
heart,0.40104,0.454545454545455,happy,19,N
insist,0.40092,0.363636363636364,happy,16,N
earnestly,0.40085,0.772727272727273,overjoyed,3,N
modish,0.40082,0.5,beatific,1,N
don,0.40078,0.0909090909090909,happy,1,N
month,0.4007,0.0909090909090909,happy,15,N
punctilious,0.40044,0.318181818181818,beatific,1,N
flirtation,0.40032,0.590909090909091,rapturous,1,N
fall,0.40009,0.136363636363636,happy,31,N
unpleasant,0.39999,0.636363636363636,happy,2,N
instead,0.39995,0.0909090909090909,happy,6,N
courage,0.39981,0.545454545454545,joyful,3,N
plagiaristic,0.39973,0.181818181818182,rhapsodic,1,N
indignantly,0.39961,0.454545454545455,exultant,3,N
gaudily,0.3994,0.454545454545455,enraptured,1,N
persuade,0.39929,0.318181818181818,enthusiastic,1,N
educate,0.39909,0.181818181818182,enthusiastic,3,N
fuss,0.3989,0.590909090909091,happy,1,N
suddenness,0.39884,0.636363636363636,exultant,1,N
remain,0.39862,0.272727272727273,happy,9,N
aloud,0.39856,0.772727272727273,joyful,5,N
hurriedly,0.39847,0.590909090909091,overjoyed,1,N
aunt,0.39827,0.454545454545455,happy,5,N
menagerie,0.39821,0.545454545454545,enchanted,1,N
brisk,0.39814,0.545454545454545,enthusiastic,2,S
haze,0.39814,0.272727272727273,euphoric,1,N
damned,0.3981,0.5,happy,5,N
innocently,0.39809,0.909090909090909,overjoyed,5,N
perpetual,0.39793,0.545454545454545,blissful,1,N
sunset,0.39793,0.227272727272727,blissful,1,N
manner,0.39787,0.409090909090909,joyful,4,N
woman,0.39777,0.363636363636364,happy,37,N
breathe,0.39772,0.636363636363636,happy,3,X
return,0.39766,0.272727272727273,happy,9,N
marvel,0.39765,0.272727272727273,enchanted,2,N
orgastic,0.39749,0.409090909090909,orgasmic,1,N
drink,0.39745,0.0909090909090909,happy,20,N
sceptically,0.39741,0.363636363636364,enraptured,1,N
atmosphere,0.3974,0.545454545454545,joyous,1,N
comment,0.39735,0.0454545454545454,happy,2,N
barely,0.39735,0.5,happy,1,N
sympathy,0.39703,0.772727272727273,happy,1,N
explode,0.39699,0.5,orgasmic,3,N
dog,0.39687,0.0454545454545454,happy,23,N
sweetheart,0.39682,0.454545454545455,happy,1,N
freedom,0.39675,0.272727272727273,happy,2,N
introduce,0.39668,0.181818181818182,delighted,4,B
gathering,0.39666,0.454545454545455,enthusiastic,1,N
audibly,0.39663,0.727272727272727,enraptured,1,N
witness,0.39633,0.681818181818182,joyful,3,N
lustily,0.39625,0.5,ravished,1,N
grope,0.39622,0.318181818181818,ravished,2,N
rude,0.39619,0.545454545454545,happy,1,N
shop,0.39615,0.136363636363636,happy,2,N
child,0.39609,0.181818181818182,happy,16,N
embarrassment,0.39601,0.772727272727273,overjoyed,5,N
inexhaustible,0.3958,0.772727272727273,exultant,2,N
uncomfortably,0.39574,0.727272727272727,delirious,2,N
responsible,0.39554,0.181818181818182,enthusiastic,1,N
practical,0.39549,0.181818181818182,enthusiastic,3,N
unreal,0.39541,0.636363636363636,delirious,2,N
till,0.39539,0.0454545454545454,happy,6,N
ease,0.39533,0.590909090909091,happy,3,N
point,0.39529,0.0909090909090909,happy,16,N
astounding,0.39515,0.863636363636364,ecstatic,1,N
sneer,0.39513,0.454545454545455,exultant,2,N
vicariously,0.395,0.909090909090909,happy,1,N
unmistakably,0.3946,0.727272727272727,exultant,1,N
satisfaction,0.39458,0.590909090909091,happy,3,N
restlessly,0.39457,0.681818181818182,enraptured,2,N
self,0.39457,0.318181818181818,happy,6,N
convey,0.39419,0.818181818181818,joyful,2,N
prominent,0.39418,0.136363636363636,enthusiastic,1,N
change,0.39403,0.0454545454545454,happy,28,N
invariably,0.39392,0.909090909090909,happy,2,N
dumb,0.39374,0.0909090909090909,happy,3,N
exclamation,0.39374,0.681818181818182,exultant,1,N
effort,0.39371,0.181818181818182,happy,14,N
golden,0.39359,0.181818181818182,enchanted,5,N
glow,0.39357,0.545454545454545,blissful,9,N
gloomily,0.39351,0.5,enraptured,2,N
ambition,0.39348,0.772727272727273,enthusiastic,1,N
starting,0.39319,0.0909090909090909,happy,1,N
encounter,0.39309,0.772727272727273,enchanted,1,N
begin,0.39308,0.318181818181818,happy,62,N
simple,0.39298,0.136363636363636,happy,3,N
abyss,0.39296,0.590909090909091,blissful,1,N
deplorably,0.3926,0.363636363636364,ravished,1,N
shyly,0.39227,0.590909090909091,overjoyed,1,N
immoderately,0.39221,0.545454545454545,exultant,1,N
elicit,0.39211,0.681818181818182,rapturous,2,V
later,0.39204,0.181818181818182,happy,25,N
sparkle,0.39203,0.454545454545455,enchanted,1,N
difference,0.39194,0.0454545454545454,happy,5,N
humiliation,0.39182,0.136363636363636,orgasmic,1,N
searchingly,0.39177,0.272727272727273,enraptured,1,N
pitiful,0.39159,0.681818181818182,delirious,1,L
linger,0.39134,0.590909090909091,blissful,5,N
gloom,0.39127,0.681818181818182,joyous,2,N
steady,0.39125,0.5,enthusiastic,1,N
indecipherable,0.39123,0.454545454545455,delirious,1,N
epigram,0.3912,0.181818181818182,rhapsodic,1,N
huge,0.39112,0.227272727272727,happy,4,N
shortly,0.3908,0.363636363636364,thrilled,4,N
part,0.39065,0.181818181818182,happy,13,N
rosy,0.39061,0.863636363636364,blissful,6,N
hesitantly,0.39039,0.545454545454545,overjoyed,1,N
suffer,0.39032,0.136363636363636,happy,1,N
different,0.39018,0.0909090909090909,happy,4,N
fail,0.39016,0.0454545454545454,happy,4,N
half,0.39009,0.136363636363636,happy,48,N
dread,0.38998,0.772727272727273,joyful,1,N
blurred,0.38975,0.272727272727273,delirious,3,N
usually,0.38928,0.136363636363636,happy,4,N
haughtily,0.38916,0.409090909090909,enraptured,2,N
starlight,0.38911,0.272727272727273,enchanted,1,S
